weekday_name,month,leap_year_condition,decade,output,output_year,output_day
6,6,0,181,23-6-1811,1,2
1,6,1,181,23-6-1812,2,2
2,6,0,181,23-6-1813,3,2
3,6,0,181,23-6-1814,4,2
4,6,0,181,23-6-1815,5,2
6,6,1,181,23-6-1816,6,2
0,6,0,181,23-6-1817,7,2
1,6,0,181,23-6-1818,8,2
2,6,0,181,23-6-1819,9,2
4,6,1,182,23-6-1820,0,2
5,6,0,182,23-6-1821,1,2
6,6,0,182,23-6-1822,2,2
0,6,0,182,23-6-1823,3,2
2,6,1,182,23-6-1824,4,2
3,6,0,182,23-6-1825,5,2
4,6,0,182,23-6-1826,6,2
5,6,0,182,23-6-1827,7,2
0,6,1,182,23-6-1828,8,2
1,6,0,182,23-6-1829,9,2
2,6,0,183,23-6-1830,0,2
3,6,0,183,23-6-1831,1,2
5,6,1,183,23-6-1832,2,2
6,6,0,183,23-6-1833,3,2
0,6,0,183,23-6-1834,4,2
1,6,0,183,23-6-1835,5,2
3,6,1,183,23-6-1836,6,2
4,6,0,183,23-6-1837,7,2
5,6,0,183,23-6-1838,8,2
6,6,0,183,23-6-1839,9,2
1,6,1,184,23-6-1840,0,2
2,6,0,184,23-6-1841,1,2
3,6,0,184,23-6-1842,2,2
4,6,0,184,23-6-1843,3,2
6,6,1,184,23-6-1844,4,2
0,6,0,184,23-6-1845,5,2
1,6,0,184,23-6-1846,6,2
2,6,0,184,23-6-1847,7,2
4,6,1,184,23-6-1848,8,2
5,6,0,184,23-6-1849,9,2
6,6,0,185,23-6-1850,0,2
0,6,0,185,23-6-1851,1,2
2,6,1,185,23-6-1852,2,2
3,6,0,185,23-6-1853,3,2
4,6,0,185,23-6-1854,4,2
5,6,0,185,23-6-1855,5,2
0,6,1,185,23-6-1856,6,2
1,6,0,185,23-6-1857,7,2
2,6,0,185,23-6-1858,8,2
3,6,0,185,23-6-1859,9,2
5,6,1,186,23-6-1860,0,2
6,6,0,186,23-6-1861,1,2
0,6,0,186,23-6-1862,2,2
1,6,0,186,23-6-1863,3,2
3,6,1,186,23-6-1864,4,2
4,6,0,186,23-6-1865,5,2
5,6,0,186,23-6-1866,6,2
6,6,0,186,23-6-1867,7,2
1,6,1,186,23-6-1868,8,2
2,6,0,186,23-6-1869,9,2
3,6,0,187,23-6-1870,0,2
4,6,0,187,23-6-1871,1,2
6,6,1,187,23-6-1872,2,2
0,6,0,187,23-6-1873,3,2
1,6,0,187,23-6-1874,4,2
2,6,0,187,23-6-1875,5,2
4,6,1,187,23-6-1876,6,2
5,6,0,187,23-6-1877,7,2
6,6,0,187,23-6-1878,8,2
0,6,0,187,23-6-1879,9,2
2,6,1,188,23-6-1880,0,2
3,6,0,188,23-6-1881,1,2
4,6,0,188,23-6-1882,2,2
5,6,0,188,23-6-1883,3,2
0,6,1,188,23-6-1884,4,2
1,6,0,188,23-6-1885,5,2
2,6,0,188,23-6-1886,6,2
3,6,0,188,23-6-1887,7,2
5,6,1,188,23-6-1888,8,2
6,6,0,188,23-6-1889,9,2
0,6,0,189,23-6-1890,0,2
1,6,0,189,23-6-1891,1,2
3,6,1,189,23-6-1892,2,2
4,6,0,189,23-6-1893,3,2
5,6,0,189,23-6-1894,4,2
6,6,0,189,23-6-1895,5,2
1,6,1,189,23-6-1896,6,2
2,6,0,189,23-6-1897,7,2
3,6,0,189,23-6-1898,8,2
4,6,0,189,23-6-1899,9,2
5,6,0,190,23-6-1900,0,2
6,6,0,190,23-6-1901,1,2
0,6,0,190,23-6-1902,2,2
1,6,0,190,23-6-1903,3,2
3,6,1,190,23-6-1904,4,2
4,6,0,190,23-6-1905,5,2
5,6,0,190,23-6-1906,6,2
6,6,0,190,23-6-1907,7,2
1,6,1,190,23-6-1908,8,2
2,6,0,190,23-6-1909,9,2
3,6,0,191,23-6-1910,0,2
4,6,0,191,23-6-1911,1,2
6,6,1,191,23-6-1912,2,2
0,6,0,191,23-6-1913,3,2
1,6,0,191,23-6-1914,4,2
2,6,0,191,23-6-1915,5,2
4,6,1,191,23-6-1916,6,2
5,6,0,191,23-6-1917,7,2
6,6,0,191,23-6-1918,8,2
0,6,0,191,23-6-1919,9,2
2,6,1,192,23-6-1920,0,2
3,6,0,192,23-6-1921,1,2
4,6,0,192,23-6-1922,2,2
5,6,0,192,23-6-1923,3,2
0,6,1,192,23-6-1924,4,2
1,6,0,192,23-6-1925,5,2
2,6,0,192,23-6-1926,6,2
3,6,0,192,23-6-1927,7,2
5,6,1,192,23-6-1928,8,2
6,6,0,192,23-6-1929,9,2
0,6,0,193,23-6-1930,0,2
1,6,0,193,23-6-1931,1,2
3,6,1,193,23-6-1932,2,2
4,6,0,193,23-6-1933,3,2
5,6,0,193,23-6-1934,4,2
6,6,0,193,23-6-1935,5,2
1,6,1,193,23-6-1936,6,2
2,6,0,193,23-6-1937,7,2
3,6,0,193,23-6-1938,8,2
4,6,0,193,23-6-1939,9,2
6,6,1,194,23-6-1940,0,2
0,6,0,194,23-6-1941,1,2
1,6,0,194,23-6-1942,2,2
2,6,0,194,23-6-1943,3,2
4,6,1,194,23-6-1944,4,2
5,6,0,194,23-6-1945,5,2
6,6,0,194,23-6-1946,6,2
0,6,0,194,23-6-1947,7,2
2,6,1,194,23-6-1948,8,2
3,6,0,194,23-6-1949,9,2
4,6,0,195,23-6-1950,0,2
5,6,0,195,23-6-1951,1,2
0,6,1,195,23-6-1952,2,2
1,6,0,195,23-6-1953,3,2
2,6,0,195,23-6-1954,4,2
3,6,0,195,23-6-1955,5,2
5,6,1,195,23-6-1956,6,2
6,6,0,195,23-6-1957,7,2
0,6,0,195,23-6-1958,8,2
1,6,0,195,23-6-1959,9,2
3,6,1,196,23-6-1960,0,2
4,6,0,196,23-6-1961,1,2
5,6,0,196,23-6-1962,2,2
6,6,0,196,23-6-1963,3,2
1,6,1,196,23-6-1964,4,2
2,6,0,196,23-6-1965,5,2
3,6,0,196,23-6-1966,6,2
4,6,0,196,23-6-1967,7,2
6,6,1,196,23-6-1968,8,2
0,6,0,196,23-6-1969,9,2
1,6,0,197,23-6-1970,0,2
2,6,0,197,23-6-1971,1,2
4,6,1,197,23-6-1972,2,2
5,6,0,197,23-6-1973,3,2
6,6,0,197,23-6-1974,4,2
0,6,0,197,23-6-1975,5,2
2,6,1,197,23-6-1976,6,2
3,6,0,197,23-6-1977,7,2
4,6,0,197,23-6-1978,8,2
5,6,0,197,23-6-1979,9,2
0,6,1,198,23-6-1980,0,2
1,6,0,198,23-6-1981,1,2
2,6,0,198,23-6-1982,2,2
3,6,0,198,23-6-1983,3,2
5,6,1,198,23-6-1984,4,2
6,6,0,198,23-6-1985,5,2
0,6,0,198,23-6-1986,6,2
1,6,0,198,23-6-1987,7,2
3,6,1,198,23-6-1988,8,2
4,6,0,198,23-6-1989,9,2
5,6,0,199,23-6-1990,0,2
6,6,0,199,23-6-1991,1,2
1,6,1,199,23-6-1992,2,2
2,6,0,199,23-6-1993,3,2
3,6,0,199,23-6-1994,4,2
4,6,0,199,23-6-1995,5,2
6,6,1,199,23-6-1996,6,2
0,6,0,199,23-6-1997,7,2
1,6,0,199,23-6-1998,8,2
2,6,0,199,23-6-1999,9,2
4,6,1,200,23-6-2000,0,2
5,6,0,200,23-6-2001,1,2
6,6,0,200,23-6-2002,2,2
0,6,0,200,23-6-2003,3,2
2,6,1,200,23-6-2004,4,2
3,6,0,200,23-6-2005,5,2
4,6,0,200,23-6-2006,6,2
5,6,0,200,23-6-2007,7,2
0,6,1,200,23-6-2008,8,2
1,6,0,200,23-6-2009,9,2
2,6,0,201,23-6-2010,0,2
3,6,0,201,23-6-2011,1,2
5,6,1,201,23-6-2012,2,2
6,6,0,201,23-6-2013,3,2
0,6,0,201,23-6-2014,4,2
1,6,0,201,23-6-2015,5,2
3,6,1,201,23-6-2016,6,2
4,6,0,201,23-6-2017,7,2
5,6,0,201,23-6-2018,8,2
6,6,0,201,23-6-2019,9,2
1,6,1,202,23-6-2020,0,2
2,6,0,202,23-6-2021,1,2
3,6,0,202,23-6-2022,2,2
4,6,0,202,23-6-2023,3,2
6,6,1,202,23-6-2024,4,2
0,6,0,202,23-6-2025,5,2
1,6,0,202,23-6-2026,6,2
2,6,0,202,23-6-2027,7,2
4,6,1,202,23-6-2028,8,2
5,6,0,202,23-6-2029,9,2
6,6,0,203,23-6-2030,0,2
0,6,0,203,23-6-2031,1,2
2,6,1,203,23-6-2032,2,2
3,6,0,203,23-6-2033,3,2
4,6,0,203,23-6-2034,4,2
5,6,0,203,23-6-2035,5,2
0,6,1,203,23-6-2036,6,2
1,6,0,203,23-6-2037,7,2
2,6,0,203,23-6-2038,8,2
3,6,0,203,23-6-2039,9,2
5,6,1,204,23-6-2040,0,2
6,6,0,204,23-6-2041,1,2
0,6,0,204,23-6-2042,2,2
1,6,0,204,23-6-2043,3,2
3,6,1,204,23-6-2044,4,2
4,6,0,204,23-6-2045,5,2
5,6,0,204,23-6-2046,6,2
6,6,0,204,23-6-2047,7,2
1,6,1,204,23-6-2048,8,2
2,6,0,204,23-6-2049,9,2
3,6,0,205,23-6-2050,0,2
4,6,0,205,23-6-2051,1,2
6,6,1,205,23-6-2052,2,2
0,6,0,205,23-6-2053,3,2
1,6,0,205,23-6-2054,4,2
2,6,0,205,23-6-2055,5,2
4,6,1,205,23-6-2056,6,2
5,6,0,205,23-6-2057,7,2
6,6,0,205,23-6-2058,8,2
0,6,0,205,23-6-2059,9,2
2,6,1,206,23-6-2060,0,2
3,6,0,206,23-6-2061,1,2
4,6,0,206,23-6-2062,2,2
5,6,0,206,23-6-2063,3,2
0,6,1,206,23-6-2064,4,2
1,6,0,206,23-6-2065,5,2
2,6,0,206,23-6-2066,6,2
3,6,0,206,23-6-2067,7,2
5,6,1,206,23-6-2068,8,2
6,6,0,206,23-6-2069,9,2
0,6,0,207,23-6-2070,0,2
1,6,0,207,23-6-2071,1,2
3,6,1,207,23-6-2072,2,2
4,6,0,207,23-6-2073,3,2
5,6,0,207,23-6-2074,4,2
6,6,0,207,23-6-2075,5,2
1,6,1,207,23-6-2076,6,2
2,6,0,207,23-6-2077,7,2
3,6,0,207,23-6-2078,8,2
4,6,0,207,23-6-2079,9,2
6,6,1,208,23-6-2080,0,2
0,6,0,208,23-6-2081,1,2
1,6,0,208,23-6-2082,2,2
2,6,0,208,23-6-2083,3,2
4,6,1,208,23-6-2084,4,2
5,6,0,208,23-6-2085,5,2
6,6,0,208,23-6-2086,6,2
0,6,0,208,23-6-2087,7,2
2,6,1,208,23-6-2088,8,2
3,6,0,208,23-6-2089,9,2
4,6,0,209,23-6-2090,0,2
5,6,0,209,23-6-2091,1,2
0,6,1,209,23-6-2092,2,2
1,6,0,209,23-6-2093,3,2
2,6,0,209,23-6-2094,4,2
3,6,0,209,23-6-2095,5,2
5,6,1,209,23-6-2096,6,2
6,6,0,209,23-6-2097,7,2
0,6,0,209,23-6-2098,8,2
1,6,0,209,23-6-2099,9,2
2,6,0,210,23-6-2100,0,2
3,6,0,210,23-6-2101,1,2
4,6,0,210,23-6-2102,2,2
5,6,0,210,23-6-2103,3,2
0,6,1,210,23-6-2104,4,2
1,6,0,210,23-6-2105,5,2
2,6,0,210,23-6-2106,6,2
3,6,0,210,23-6-2107,7,2
5,6,1,210,23-6-2108,8,2
6,6,0,210,23-6-2109,9,2
0,6,0,211,23-6-2110,0,2
1,6,0,211,23-6-2111,1,2
3,6,1,211,23-6-2112,2,2
4,6,0,211,23-6-2113,3,2
5,6,0,211,23-6-2114,4,2
6,6,0,211,23-6-2115,5,2
1,6,1,211,23-6-2116,6,2
2,6,0,211,23-6-2117,7,2
3,6,0,211,23-6-2118,8,2
4,6,0,211,23-6-2119,9,2
6,6,1,212,23-6-2120,0,2
0,6,0,212,23-6-2121,1,2
1,6,0,212,23-6-2122,2,2
2,6,0,212,23-6-2123,3,2
4,6,1,212,23-6-2124,4,2
5,6,0,212,23-6-2125,5,2
6,6,0,212,23-6-2126,6,2
0,6,0,212,23-6-2127,7,2
2,6,1,212,23-6-2128,8,2
3,6,0,212,23-6-2129,9,2
4,6,0,213,23-6-2130,0,2
5,6,0,213,23-6-2131,1,2
0,6,1,213,23-6-2132,2,2
1,6,0,213,23-6-2133,3,2
2,6,0,213,23-6-2134,4,2
3,6,0,213,23-6-2135,5,2
5,6,1,213,23-6-2136,6,2
6,6,0,213,23-6-2137,7,2
0,6,0,213,23-6-2138,8,2
1,6,0,213,23-6-2139,9,2
3,6,1,214,23-6-2140,0,2
4,6,0,214,23-6-2141,1,2
5,6,0,214,23-6-2142,2,2
6,6,0,214,23-6-2143,3,2
1,6,1,214,23-6-2144,4,2
2,6,0,214,23-6-2145,5,2
3,6,0,214,23-6-2146,6,2
4,6,0,214,23-6-2147,7,2
6,6,1,214,23-6-2148,8,2
0,6,0,214,23-6-2149,9,2
1,6,0,215,23-6-2150,0,2
2,6,0,215,23-6-2151,1,2
4,6,1,215,23-6-2152,2,2
5,6,0,215,23-6-2153,3,2
6,6,0,215,23-6-2154,4,2
0,6,0,215,23-6-2155,5,2
2,6,1,215,23-6-2156,6,2
3,6,0,215,23-6-2157,7,2
4,6,0,215,23-6-2158,8,2
5,6,0,215,23-6-2159,9,2
0,6,1,216,23-6-2160,0,2
1,6,0,216,23-6-2161,1,2
2,6,0,216,23-6-2162,2,2
3,6,0,216,23-6-2163,3,2
5,6,1,216,23-6-2164,4,2
6,6,0,216,23-6-2165,5,2
0,6,0,216,23-6-2166,6,2
1,6,0,216,23-6-2167,7,2
3,6,1,216,23-6-2168,8,2
4,6,0,216,23-6-2169,9,2
5,6,0,217,23-6-2170,0,2
6,6,0,217,23-6-2171,1,2
1,6,1,217,23-6-2172,2,2
2,6,0,217,23-6-2173,3,2
3,6,0,217,23-6-2174,4,2
4,6,0,217,23-6-2175,5,2
6,6,1,217,23-6-2176,6,2
0,6,0,217,23-6-2177,7,2
1,6,0,217,23-6-2178,8,2
2,6,0,217,23-6-2179,9,2
4,6,1,218,23-6-2180,0,2
5,6,0,218,23-6-2181,1,2
6,6,0,218,23-6-2182,2,2
0,6,0,218,23-6-2183,3,2
2,6,1,218,23-6-2184,4,2
3,6,0,218,23-6-2185,5,2
4,6,0,218,23-6-2186,6,2
5,6,0,218,23-6-2187,7,2
0,6,1,218,23-6-2188,8,2
1,6,0,218,23-6-2189,9,2
2,6,0,219,23-6-2190,0,2
3,6,0,219,23-6-2191,1,2
5,6,1,219,23-6-2192,2,2
6,6,0,219,23-6-2193,3,2
0,6,0,219,23-6-2194,4,2
1,6,0,219,23-6-2195,5,2
3,6,1,219,23-6-2196,6,2
4,6,0,219,23-6-2197,7,2
5,6,0,219,23-6-2198,8,2
6,6,0,219,23-6-2199,9,2
0,6,0,220,23-6-2200,0,2
2,7,0,180,23-7-1800,0,2
3,7,0,180,23-7-1801,1,2
4,7,0,180,23-7-1802,2,2
5,7,0,180,23-7-1803,3,2
0,7,1,180,23-7-1804,4,2
1,7,0,180,23-7-1805,5,2
2,7,0,180,23-7-1806,6,2
3,7,0,180,23-7-1807,7,2
5,7,1,180,23-7-1808,8,2
6,7,0,180,23-7-1809,9,2
0,7,0,181,23-7-1810,0,2
1,7,0,181,23-7-1811,1,2
3,7,1,181,23-7-1812,2,2
4,7,0,181,23-7-1813,3,2
5,7,0,181,23-7-1814,4,2
6,7,0,181,23-7-1815,5,2
1,7,1,181,23-7-1816,6,2
2,7,0,181,23-7-1817,7,2
3,7,0,181,23-7-1818,8,2
4,7,0,181,23-7-1819,9,2
6,7,1,182,23-7-1820,0,2
0,7,0,182,23-7-1821,1,2
1,7,0,182,23-7-1822,2,2
2,7,0,182,23-7-1823,3,2
4,7,1,182,23-7-1824,4,2
5,7,0,182,23-7-1825,5,2
6,7,0,182,23-7-1826,6,2
0,7,0,182,23-7-1827,7,2
2,7,1,182,23-7-1828,8,2
3,7,0,182,23-7-1829,9,2
4,7,0,183,23-7-1830,0,2
5,7,0,183,23-7-1831,1,2
0,7,1,183,23-7-1832,2,2
1,7,0,183,23-7-1833,3,2
2,7,0,183,23-7-1834,4,2
3,7,0,183,23-7-1835,5,2
5,7,1,183,23-7-1836,6,2
6,7,0,183,23-7-1837,7,2
0,7,0,183,23-7-1838,8,2
1,7,0,183,23-7-1839,9,2
3,7,1,184,23-7-1840,0,2
4,7,0,184,23-7-1841,1,2
5,7,0,184,23-7-1842,2,2
6,7,0,184,23-7-1843,3,2
1,7,1,184,23-7-1844,4,2
2,7,0,184,23-7-1845,5,2
3,7,0,184,23-7-1846,6,2
4,7,0,184,23-7-1847,7,2
6,7,1,184,23-7-1848,8,2
0,7,0,184,23-7-1849,9,2
1,7,0,185,23-7-1850,0,2
2,7,0,185,23-7-1851,1,2
4,7,1,185,23-7-1852,2,2
5,7,0,185,23-7-1853,3,2
6,7,0,185,23-7-1854,4,2
0,7,0,185,23-7-1855,5,2
2,7,1,185,23-7-1856,6,2
3,7,0,185,23-7-1857,7,2
4,7,0,185,23-7-1858,8,2
5,7,0,185,23-7-1859,9,2
0,7,1,186,23-7-1860,0,2
1,7,0,186,23-7-1861,1,2
2,7,0,186,23-7-1862,2,2
3,7,0,186,23-7-1863,3,2
5,7,1,186,23-7-1864,4,2
6,7,0,186,23-7-1865,5,2
0,7,0,186,23-7-1866,6,2
1,7,0,186,23-7-1867,7,2
3,7,1,186,23-7-1868,8,2
4,7,0,186,23-7-1869,9,2
5,7,0,187,23-7-1870,0,2
6,7,0,187,23-7-1871,1,2
1,7,1,187,23-7-1872,2,2
2,7,0,187,23-7-1873,3,2
3,7,0,187,23-7-1874,4,2
4,7,0,187,23-7-1875,5,2
6,7,1,187,23-7-1876,6,2
0,7,0,187,23-7-1877,7,2
1,7,0,187,23-7-1878,8,2
2,7,0,187,23-7-1879,9,2
4,7,1,188,23-7-1880,0,2
5,7,0,188,23-7-1881,1,2
6,7,0,188,23-7-1882,2,2
0,7,0,188,23-7-1883,3,2
2,7,1,188,23-7-1884,4,2
3,7,0,188,23-7-1885,5,2
4,7,0,188,23-7-1886,6,2
5,7,0,188,23-7-1887,7,2
0,7,1,188,23-7-1888,8,2
1,7,0,188,23-7-1889,9,2
2,7,0,189,23-7-1890,0,2
3,7,0,189,23-7-1891,1,2
5,7,1,189,23-7-1892,2,2
6,7,0,189,23-7-1893,3,2
0,7,0,189,23-7-1894,4,2
1,7,0,189,23-7-1895,5,2
3,7,1,189,23-7-1896,6,2
4,7,0,189,23-7-1897,7,2
5,7,0,189,23-7-1898,8,2
6,7,0,189,23-7-1899,9,2
0,7,0,190,23-7-1900,0,2
1,7,0,190,23-7-1901,1,2
2,7,0,190,23-7-1902,2,2
3,7,0,190,23-7-1903,3,2
5,7,1,190,23-7-1904,4,2
6,7,0,190,23-7-1905,5,2
0,7,0,190,23-7-1906,6,2
1,7,0,190,23-7-1907,7,2
3,7,1,190,23-7-1908,8,2
4,7,0,190,23-7-1909,9,2
5,7,0,191,23-7-1910,0,2
6,7,0,191,23-7-1911,1,2
1,7,1,191,23-7-1912,2,2
2,7,0,191,23-7-1913,3,2
3,7,0,191,23-7-1914,4,2
4,7,0,191,23-7-1915,5,2
6,7,1,191,23-7-1916,6,2
0,7,0,191,23-7-1917,7,2
1,7,0,191,23-7-1918,8,2
2,7,0,191,23-7-1919,9,2
4,7,1,192,23-7-1920,0,2
5,7,0,192,23-7-1921,1,2
6,7,0,192,23-7-1922,2,2
0,7,0,192,23-7-1923,3,2
2,7,1,192,23-7-1924,4,2
3,7,0,192,23-7-1925,5,2
4,7,0,192,23-7-1926,6,2
5,7,0,192,23-7-1927,7,2
0,7,1,192,23-7-1928,8,2
1,7,0,192,23-7-1929,9,2
2,7,0,193,23-7-1930,0,2
3,7,0,193,23-7-1931,1,2
5,7,1,193,23-7-1932,2,2
6,7,0,193,23-7-1933,3,2
0,7,0,193,23-7-1934,4,2
1,7,0,193,23-7-1935,5,2
3,7,1,193,23-7-1936,6,2
4,7,0,193,23-7-1937,7,2
5,7,0,193,23-7-1938,8,2
6,7,0,193,23-7-1939,9,2
1,7,1,194,23-7-1940,0,2
2,7,0,194,23-7-1941,1,2
3,7,0,194,23-7-1942,2,2
4,7,0,194,23-7-1943,3,2
6,7,1,194,23-7-1944,4,2
0,7,0,194,23-7-1945,5,2
1,7,0,194,23-7-1946,6,2
2,7,0,194,23-7-1947,7,2
4,7,1,194,23-7-1948,8,2
5,7,0,194,23-7-1949,9,2
6,7,0,195,23-7-1950,0,2
0,7,0,195,23-7-1951,1,2
2,7,1,195,23-7-1952,2,2
3,7,0,195,23-7-1953,3,2
4,7,0,195,23-7-1954,4,2
5,7,0,195,23-7-1955,5,2
0,7,1,195,23-7-1956,6,2
1,7,0,195,23-7-1957,7,2
2,7,0,195,23-7-1958,8,2
3,7,0,195,23-7-1959,9,2
5,7,1,196,23-7-1960,0,2
6,7,0,196,23-7-1961,1,2
0,7,0,196,23-7-1962,2,2
1,7,0,196,23-7-1963,3,2
3,7,1,196,23-7-1964,4,2
4,7,0,196,23-7-1965,5,2
5,7,0,196,23-7-1966,6,2
6,7,0,196,23-7-1967,7,2
1,7,1,196,23-7-1968,8,2
2,7,0,196,23-7-1969,9,2
3,7,0,197,23-7-1970,0,2
4,7,0,197,23-7-1971,1,2
6,7,1,197,23-7-1972,2,2
0,7,0,197,23-7-1973,3,2
1,7,0,197,23-7-1974,4,2
2,7,0,197,23-7-1975,5,2
4,7,1,197,23-7-1976,6,2
5,7,0,197,23-7-1977,7,2
6,7,0,197,23-7-1978,8,2
0,7,0,197,23-7-1979,9,2
2,7,1,198,23-7-1980,0,2
3,7,0,198,23-7-1981,1,2
4,7,0,198,23-7-1982,2,2
5,7,0,198,23-7-1983,3,2
0,7,1,198,23-7-1984,4,2
1,7,0,198,23-7-1985,5,2
2,7,0,198,23-7-1986,6,2
3,7,0,198,23-7-1987,7,2
5,7,1,198,23-7-1988,8,2
6,7,0,198,23-7-1989,9,2
0,7,0,199,23-7-1990,0,2
1,7,0,199,23-7-1991,1,2
3,7,1,199,23-7-1992,2,2
4,7,0,199,23-7-1993,3,2
5,7,0,199,23-7-1994,4,2
6,7,0,199,23-7-1995,5,2
1,7,1,199,23-7-1996,6,2
2,7,0,199,23-7-1997,7,2
3,7,0,199,23-7-1998,8,2
4,7,0,199,23-7-1999,9,2
6,7,1,200,23-7-2000,0,2
0,7,0,200,23-7-2001,1,2
1,7,0,200,23-7-2002,2,2
2,7,0,200,23-7-2003,3,2
4,7,1,200,23-7-2004,4,2
5,7,0,200,23-7-2005,5,2
6,7,0,200,23-7-2006,6,2
0,7,0,200,23-7-2007,7,2
2,7,1,200,23-7-2008,8,2
3,7,0,200,23-7-2009,9,2
4,7,0,201,23-7-2010,0,2
5,7,0,201,23-7-2011,1,2
0,7,1,201,23-7-2012,2,2
1,7,0,201,23-7-2013,3,2
2,7,0,201,23-7-2014,4,2
3,7,0,201,23-7-2015,5,2
5,7,1,201,23-7-2016,6,2
6,7,0,201,23-7-2017,7,2
0,7,0,201,23-7-2018,8,2
1,7,0,201,23-7-2019,9,2
3,7,1,202,23-7-2020,0,2
4,7,0,202,23-7-2021,1,2
5,7,0,202,23-7-2022,2,2
6,7,0,202,23-7-2023,3,2
1,7,1,202,23-7-2024,4,2
2,7,0,202,23-7-2025,5,2
3,7,0,202,23-7-2026,6,2
4,7,0,202,23-7-2027,7,2
6,7,1,202,23-7-2028,8,2
0,7,0,202,23-7-2029,9,2
1,7,0,203,23-7-2030,0,2
2,7,0,203,23-7-2031,1,2
4,7,1,203,23-7-2032,2,2
5,7,0,203,23-7-2033,3,2
6,7,0,203,23-7-2034,4,2
0,7,0,203,23-7-2035,5,2
2,7,1,203,23-7-2036,6,2
3,7,0,203,23-7-2037,7,2
4,7,0,203,23-7-2038,8,2
5,7,0,203,23-7-2039,9,2
0,7,1,204,23-7-2040,0,2
1,7,0,204,23-7-2041,1,2
2,7,0,204,23-7-2042,2,2
3,7,0,204,23-7-2043,3,2
5,7,1,204,23-7-2044,4,2
6,7,0,204,23-7-2045,5,2
0,7,0,204,23-7-2046,6,2
1,7,0,204,23-7-2047,7,2
3,7,1,204,23-7-2048,8,2
4,7,0,204,23-7-2049,9,2
5,7,0,205,23-7-2050,0,2
6,7,0,205,23-7-2051,1,2
1,7,1,205,23-7-2052,2,2
2,7,0,205,23-7-2053,3,2
3,7,0,205,23-7-2054,4,2
4,7,0,205,23-7-2055,5,2
6,7,1,205,23-7-2056,6,2
0,7,0,205,23-7-2057,7,2
1,7,0,205,23-7-2058,8,2
2,7,0,205,23-7-2059,9,2
4,7,1,206,23-7-2060,0,2
5,7,0,206,23-7-2061,1,2
6,7,0,206,23-7-2062,2,2
0,7,0,206,23-7-2063,3,2
2,7,1,206,23-7-2064,4,2
3,7,0,206,23-7-2065,5,2
4,7,0,206,23-7-2066,6,2
5,7,0,206,23-7-2067,7,2
0,7,1,206,23-7-2068,8,2
1,7,0,206,23-7-2069,9,2
2,7,0,207,23-7-2070,0,2
3,7,0,207,23-7-2071,1,2
5,7,1,207,23-7-2072,2,2
6,7,0,207,23-7-2073,3,2
0,7,0,207,23-7-2074,4,2
1,7,0,207,23-7-2075,5,2
3,7,1,207,23-7-2076,6,2
4,7,0,207,23-7-2077,7,2
5,7,0,207,23-7-2078,8,2
6,7,0,207,23-7-2079,9,2
1,7,1,208,23-7-2080,0,2
2,7,0,208,23-7-2081,1,2
3,7,0,208,23-7-2082,2,2
4,7,0,208,23-7-2083,3,2
6,7,1,208,23-7-2084,4,2
0,7,0,208,23-7-2085,5,2
1,7,0,208,23-7-2086,6,2
2,7,0,208,23-7-2087,7,2
4,7,1,208,23-7-2088,8,2
5,7,0,208,23-7-2089,9,2
6,7,0,209,23-7-2090,0,2
0,7,0,209,23-7-2091,1,2
2,7,1,209,23-7-2092,2,2
3,7,0,209,23-7-2093,3,2
4,7,0,209,23-7-2094,4,2
5,7,0,209,23-7-2095,5,2
0,7,1,209,23-7-2096,6,2
1,7,0,209,23-7-2097,7,2
2,7,0,209,23-7-2098,8,2
3,7,0,209,23-7-2099,9,2
4,7,0,210,23-7-2100,0,2
5,7,0,210,23-7-2101,1,2
6,7,0,210,23-7-2102,2,2
0,7,0,210,23-7-2103,3,2
2,7,1,210,23-7-2104,4,2
3,7,0,210,23-7-2105,5,2
4,7,0,210,23-7-2106,6,2
5,7,0,210,23-7-2107,7,2
0,7,1,210,23-7-2108,8,2
1,7,0,210,23-7-2109,9,2
2,7,0,211,23-7-2110,0,2
3,7,0,211,23-7-2111,1,2
5,7,1,211,23-7-2112,2,2
6,7,0,211,23-7-2113,3,2
0,7,0,211,23-7-2114,4,2
1,7,0,211,23-7-2115,5,2
3,7,1,211,23-7-2116,6,2
4,7,0,211,23-7-2117,7,2
5,7,0,211,23-7-2118,8,2
6,7,0,211,23-7-2119,9,2
1,7,1,212,23-7-2120,0,2
2,7,0,212,23-7-2121,1,2
3,7,0,212,23-7-2122,2,2
4,7,0,212,23-7-2123,3,2
6,7,1,212,23-7-2124,4,2
0,7,0,212,23-7-2125,5,2
1,7,0,212,23-7-2126,6,2
2,7,0,212,23-7-2127,7,2
4,7,1,212,23-7-2128,8,2
5,7,0,212,23-7-2129,9,2
6,7,0,213,23-7-2130,0,2
0,7,0,213,23-7-2131,1,2
2,7,1,213,23-7-2132,2,2
3,7,0,213,23-7-2133,3,2
4,7,0,213,23-7-2134,4,2
5,7,0,213,23-7-2135,5,2
0,7,1,213,23-7-2136,6,2
1,7,0,213,23-7-2137,7,2
2,7,0,213,23-7-2138,8,2
3,7,0,213,23-7-2139,9,2
5,7,1,214,23-7-2140,0,2
6,7,0,214,23-7-2141,1,2
0,7,0,214,23-7-2142,2,2
1,7,0,214,23-7-2143,3,2
3,7,1,214,23-7-2144,4,2
