,weekday_name,month,century,century_year,leap_year_condition,predicted_days_group_index,correct_output
125699,3,2,1,8.6,0,0,5
64365,5,5,2,0.5,0,9,6
61289,4,9,3,3.7,0,9,5
145634,3,8,3,7.5,0,9,9
68291,1,3,1,2.1,0,9,7
13234,5,10,0,0.1,0,8,9
58679,0,3,1,3.3,0,9,5
49125,1,3,2,0.3,0,9,3
115903,4,2,0,1.4,0,0,3
1413,3,4,2,1.0,0,2,7
99073,0,8,0,2.6,0,9,6
1865,6,5,2,6.1,0,9,7
126647,6,4,3,3.2,1,2,5
30303,4,4,2,2.8,1,2,6
1323,3,4,1,2.0,1,2,7
66359,4,10,1,9.4,0,8,6
127506,5,6,3,8.9,0,9,5
66233,2,10,0,6.8,1,8,6
144853,1,5,3,9.6,1,9,9
72994,0,3,0,1.2,1,9,8
22449,1,8,3,9.4,0,9,4
206,6,1,2,0.6,0,9,7
119899,3,12,0,0.0,0,8,3
65265,5,7,3,0.3,0,9,6
120229,0,12,3,3.0,0,8,3
32018,4,8,3,3.9,0,9,6
29438,6,2,1,6.5,0,0,6
36381,6,7,2,9.1,0,9,7
102543,3,4,2,8.8,1,2,7
38283,3,12,1,8.8,1,8,7
62314,6,12,1,5.9,0,8,5
48950,1,3,0,2.8,1,9,3
40631,0,6,1,3.0,0,9,8
503,5,2,1,0.2,0,0,0
79638,1,7,2,4.0,1,9,9
79480,0,7,0,8.2,0,9,9
64312,2,5,1,5.2,1,9,6
25033,5,3,1,7.1,0,9,5
136840,3,7,0,0.2,0,9,7
61368,4,10,0,1.5,0,8,5
119325,2,10,2,2.8,1,8,3
65133,2,7,1,7.1,0,9,6
45862,5,7,1,4.8,1,9,9
82355,5,2,1,5.0,0,0,3
41570,1,8,2,6.7,0,9,8
70543,0,8,3,6.8,1,9,7
24496,4,2,0,3.5,0,0,5
22884,4,10,0,2.7,0,8,4
121038,1,2,3,3.7,0,0,4
107219,2,4,1,5.2,1,2,8
78803,3,5,2,0.7,0,9,9
82228,1,2,0,2.3,0,0,3
125470,4,1,3,5.8,0,9,5
140961,0,6,1,1.3,0,9,8
97526,5,4,0,8.3,0,2,6
26835,3,7,3,6.9,0,9,5
52044,4,10,3,1.5,0,8,3
39874,2,4,1,7.5,0,2,8
53379,3,2,0,4.6,0,0,4
32754,5,10,2,7.3,0,8,6
68129,4,2,3,6.0,1,0,7
17379,1,8,1,3.6,1,9,3
41766,1,9,0,6.2,0,9,8
8419,0,9,3,9.9,0,9,8
130268,1,1,3,4.4,1,9,6
132304,2,6,3,7.5,0,9,6
125850,2,2,3,3.7,0,0,5
125599,5,2,0,8.6,0,0,5
117974,6,7,0,8.0,1,9,3
125033,5,12,3,2.2,0,8,4
130336,3,2,0,1.1,0,0,6
106312,1,2,0,4.7,0,0,1
12933,1,9,1,0.1,0,9,2
120756,0,2,0,5.5,0,0,4
45857,5,7,1,4.3,0,9,9
57323,0,11,3,8.1,0,8,4
141342,6,7,0,9.3,0,9,8
111290,6,2,2,1.3,0,0,2
84986,4,8,3,7.5,0,9,3
118199,5,7,3,0.5,0,9,3
94514,6,8,2,7.9,0,9,5
20378,4,3,3,2.8,1,9,4
47658,3,11,3,4.0,1,8,2
56098,6,8,3,5.9,0,9,4
89833,1,9,0,0.9,0,9,4
106717,6,3,0,5.1,0,9,8
86597,2,12,3,8.2,0,8,3
136621,4,6,1,8.4,1,9,7
4233,2,11,2,2.3,0,8,7
120972,3,2,2,7.1,0,0,4
59210,4,4,2,6.3,0,2,5
78837,4,5,2,4.1,0,9,9
139400,0,1,1,5.6,1,9,8
90316,0,10,0,9.1,0,8,4
97347,5,3,3,0.5,0,9,6
97677,4,4,2,3.4,0,2,6
75745,4,9,3,5.7,0,9,8
88499,4,5,2,7.9,0,9,4
87849,0,4,0,3.0,0,2,4
59772,4,6,0,2.3,0,9,5
7001,5,6,1,8.4,1,9,8
124196,6,10,2,8.7,0,8,4
43004,3,12,0,9.7,0,8,8
41031,1,7,1,2.9,0,9,8
24708,2,2,2,4.7,0,0,5
133973,3,11,0,3.9,0,8,6
89873,2,9,0,4.9,0,9,4
65568,6,8,2,0.5,0,9,6
121176,3,3,0,7.4,0,9,4
49215,2,3,2,9.3,0,9,3
40155,2,5,0,5.5,0,9,8
119546,5,11,0,4.8,1,8,3
46320,2,8,2,0.5,0,9,9
142753,6,10,3,0.1,0,8,8
27854,6,10,1,8.5,0,8,5
84803,1,8,1,9.2,1,9,3
42811,0,11,3,0.5,0,8,8
26406,1,6,3,4.1,0,9,5
108841,6,8,1,7.0,0,9,8
109293,3,9,2,2.1,0,9,8
1149,2,3,3,4.7,0,9,7
95829,6,11,3,9.1,0,8,5
85152,2,9,1,4.0,1,8,3
4570,1,12,1,5.9,0,8,7
119151,2,10,0,5.4,0,8,3
63812,3,4,0,5.3,0,2,6
19323,1,1,0,7.5,0,9,4
30282,5,4,2,0.7,0,2,6
41328,1,8,0,2.5,0,9,8
43870,4,2,1,6.1,0,0,2
25603,2,4,3,4.0,1,2,5
136679,6,6,2,4.2,0,9,7
75676,3,9,2,8.8,1,8,8
30429,6,4,3,5.4,0,2,6
58815,2,3,2,6.9,0,9,5
9839,5,1,2,1.5,0,9,9
73433,1,4,0,5.0,0,2,8
5963,6,3,3,4.9,0,9,8
79494,4,7,0,9.6,1,9,9
129118,4,10,3,9.7,0,8,5
74191,0,6,0,0.6,0,9,8
121354,1,3,2,5.2,1,9,4
124002,3,10,0,9.3,0,8,4
130104,0,1,1,8.0,1,9,6
117594,1,6,1,0.1,0,9,3
18812,1,11,3,6.6,0,8,3
124288,1,10,3,7.9,0,8,4
103005,3,5,3,4.9,0,9,7
139009,3,12,1,6.6,0,8,7
6315,4,4,3,0.0,0,2,8
91793,6,1,3,6.5,0,9,5
93887,2,7,0,5.3,0,9,5
117109,6,5,0,1.7,0,9,3
39069,2,2,1,7.2,1,0,1
80497,1,9,2,9.7,0,9,2
99897,5,10,0,4.8,1,8,6
33183,0,11,3,0.1,0,8,6
136882,0,7,0,4.4,1,9,7
91343,5,12,3,1.6,1,8,4
109091,3,9,0,1.9,0,9,8
19301,2,1,0,5.3,0,9,4
74973,0,7,3,8.7,0,9,8
21698,4,7,0,4.4,1,9,4
25685,6,5,0,2.1,0,9,5
42531,2,11,0,2.5,0,8,8
63034,2,2,0,7.7,0,0,6
116828,6,4,1,3.7,0,2,3
56732,5,10,1,9.1,0,8,4
110540,2,12,2,6.5,0,8,8
95388,2,10,3,5.1,0,8,5
23004,6,10,1,4.7,0,8,4
62099,5,11,3,4.5,0,8,5
91523,6,1,0,9.5,0,9,5
117821,4,6,3,2.8,1,9,3
112165,2,4,2,8.6,0,2,2
133449,1,9,3,1.7,0,9,6
52441,2,11,3,1.1,0,8,3
17132,1,7,2,9.0,0,9,3
134494,0,12,1,5.9,0,8,6
36290,5,7,2,0.0,1,9,7
146097,5,12,0,3.6,1,8,9
28260,1,11,1,9.0,0,8,5
82119,4,1,3,1.5,0,9,3
64893,5,6,3,3.2,1,9,6
41247,4,7,3,4.5,0,9,8
67573,5,1,2,0.5,0,9,7
21079,2,5,2,2.7,0,9,4
28806,1,12,3,3.5,0,8,5
89549,3,8,1,2.6,0,9,4
126857,1,5,1,4.1,0,9,5
133718,0,10,1,8.5,0,8,6
41904,5,9,2,0.0,1,8,8
60985,4,9,0,3.3,0,9,5
101199,2,1,1,4.7,0,9,7
35354,1,5,0,6.6,0,9,7
25489,0,4,2,2.6,0,2,5
82357,0,2,1,5.2,1,0,3
50632,2,7,1,0.6,0,9,3
16175,5,5,1,3.5,0,9,3
39895,1,4,1,9.6,1,2,8
128505,4,9,1,8.5,0,9,5
40843,5,6,3,4.2,0,9,8
1755,1,5,1,5.1,0,9,7
58203,5,2,0,5.8,0,0,5
68319,1,3,1,4.9,0,9,7
47490,4,11,1,7.2,1,8,2
73223,5,3,2,4.1,0,9,8
97601,0,4,1,5.8,0,2,6
141539,6,7,2,9.0,0,9,8
19949,4,2,3,0.0,0,0,4
107399,2,4,3,3.2,1,2,8
140565,3,5,1,1.8,0,9,8
29217,3,1,3,4.5,0,9,6
145348,5,8,0,8.9,0,9,9
76723,4,12,1,3.2,1,8,8
73312,3,3,3,3.0,0,9,8
125785,5,2,2,7.2,1,0,5
30837,3,5,3,6.1,0,9,6
3254,1,9,0,4.6,0,9,7
74838,1,7,2,5.2,1,9,8
62050,1,11,2,9.6,1,8,5
49685,6,4,3,6.2,0,2,3
108143,5,6,2,7.4,0,9,8
29286,6,2,0,1.3,0,0,6
13775,0,11,1,4.1,0,8,2
22423,4,8,3,6.8,1,9,4
54728,1,5,1,9.2,1,9,4
69266,5,5,2,9.4,0,9,7
127314,4,6,1,9.7,0,9,5
115130,6,12,0,4.3,0,8,9
84896,5,8,2,8.5,0,9,3
91912,1,2,0,8.3,0,0,5
31363,1,7,0,8.5,0,9,6
100090,0,10,2,4.1,0,8,6
116405,3,3,1,1.5,0,9,3
34444,3,2,3,5.9,0,0,0
113803,5,8,3,2.0,1,9,9
128419,2,9,0,9.9,0,9,5
58671,4,3,1,2.5,0,9,5
76058,2,10,2,6.9,0,8,8
72616,0,2,0,3.5,0,0,1
63838,0,4,0,7.9,0,2,6
12954,6,9,1,2.2,0,9,2
42772,1,11,2,6.6,0,8,8
131885,5,5,3,5.7,0,9,6
109855,2,10,3,8.2,0,8,8
143923,1,1,2,6.8,1,9,9
24082,6,1,0,2.2,0,9,5
98443,6,6,1,9.8,0,9,6
47678,0,11,3,6.0,1,8,2
46107,2,7,3,9.3,0,9,9
9612,2,12,3,8.9,0,8,8
76235,6,11,0,4.5,0,8,8
676,4,2,2,7.5,0,0,0
12469,4,8,0,3.8,0,9,9
117470,0,5,3,7.8,0,9,3
108096,2,6,2,2.7,0,9,8
54894,4,5,3,5.8,0,9,4
10487,6,3,0,6.1,0,9,9
73135,0,3,1,5.3,0,9,8
49810,1,5,0,8.6,0,9,3
114959,4,11,2,7.3,0,8,2
128702,4,9,3,8.2,0,9,5
21803,1,7,1,4.9,0,9,4
41633,2,8,3,3.0,0,9,8
101570,3,2,1,1.7,0,0,0
81374,1,11,3,7.2,1,8,2
112833,1,6,1,5.2,1,9,2
43668,3,1,3,6.0,1,9,9
143075,2,11,2,2.2,0,8,8
69246,1,5,2,7.4,0,9,7
103903,3,8,0,4.4,1,9,7
59485,3,5,1,3.7,0,9,5
108187,3,6,3,1.8,0,9,8
98900,1,7,2,5.4,0,9,6
18057,6,10,0,1.2,1,8,3
88058,1,4,2,3.9,0,2,4
80549,2,9,3,4.9,0,9,2
38851,3,1,3,5.5,0,9,8
28593,2,12,1,2.2,0,8,5
26167,4,6,1,0.2,0,9,5
20235,1,3,1,8.5,0,9,4
97723,6,4,2,8.0,1,2,6
76079,0,10,2,9.0,0,8,8
25414,4,4,1,5.1,0,2,5
33352,1,12,0,6.9,0,8,6
139595,5,1,3,5.1,0,9,8
89433,6,8,0,1.0,0,9,4
37934,3,11,2,4.0,1,8,7
36519,4,8,0,2.8,1,9,7
46865,2,9,3,4.9,0,9,2
38497,4,1,0,0.1,0,9,8
132391,6,7,0,6.1,0,9,6
132321,3,6,3,9.2,1,9,6
138833,1,11,3,9.1,0,8,7
113327,0,7,2,4.5,0,9,9
114756,3,11,0,7.0,0,8,2
68206,1,3,0,3.6,1,9,7
83172,6,4,1,6.5,0,2,3
7742,3,8,1,2.3,0,9,8
114900,0,11,2,1.4,0,8,2
144443,5,3,3,8.7,0,9,9
105373,6,11,3,1.1,0,8,7
137163,6,7,3,2.5,0,9,7
55792,4,8,0,5.3,0,9,4
41591,0,8,2,8.8,1,9,8
52893,5,12,3,6.2,0,8,3
62394,1,12,2,3.9,0,8,5
137166,3,7,3,2.8,1,9,7
35230,0,4,3,4.3,0,2,7
48497,5,1,3,7.7,0,9,3
58926,0,3,3,8.0,1,9,5
91043,3,12,0,1.6,1,8,4
86905,2,1,2,8.9,0,9,4
94603,5,8,3,6.8,1,9,5
71367,4,10,3,9.0,0,8,7
104598,0,9,3,3.8,0,9,7
20124,3,3,0,7.4,0,9,4
90991,1,11,3,6.5,0,8,4
8736,2,10,3,1.5,0,8,8
78082,2,3,2,8.8,1,9,9
21636,3,6,3,8.3,0,9,4
20101,2,3,0,5.1,0,9,4
93662,2,6,2,2.9,0,9,5
11045,1,4,2,1.8,0,2,2
106668,1,3,0,0.2,0,9,8
138599,4,11,1,5.7,0,8,7
123463,3,8,3,5.6,1,9,4
46508,5,8,3,9.3,0,9,9
114102,0,9,2,1.8,0,9,2
88510,4,5,2,9.0,0,9,4
35624,1,5,3,3.6,1,9,7
12018,2,6,3,8.9,0,9,2
1641,0,5,0,3.7,0,9,7
85518,2,10,1,0.5,0,8,3
125059,3,12,3,4.8,1,8,4
69123,1,5,1,5.1,0,9,7
19625,6,1,3,7.7,0,9,4
66675,6,11,1,0.9,0,8,6
12658,1,8,2,2.7,0,9,9
142346,4,9,2,9.5,0,9,8
129839,6,12,3,1.6,1,8,5
10986,4,4,1,5.9,0,2,2
77553,2,2,1,6.0,1,0,2
23634,1,11,3,7.6,1,8,4
98087,3,5,2,4.3,0,9,6
140677,3,5,2,3.0,0,9,8
31175,5,6,2,9.8,0,9,6
139669,1,3,0,2.4,1,9,8
47952,5,12,2,3.3,0,8,9
83434,3,5,0,2.6,0,9,3
2127,3,6,1,2.2,0,9,7
14131,3,12,0,9.6,1,8,9
62414,5,12,2,5.9,0,8,5
6160,0,4,1,4.5,0,2,8
115895,1,2,0,0.6,0,0,3
7314,3,7,0,9.6,1,9,8
107602,2,5,1,3.4,0,9,8
32099,1,9,0,1.9,0,9,6
64619,0,6,0,5.8,0,9,6
120610,6,1,3,1.0,0,9,4
12393,6,7,3,6.3,0,9,9
76212,5,11,0,2.2,0,8,8
91366,5,12,3,3.9,0,8,4
74290,4,6,1,0.5,0,9,8
30313,2,4,2,3.8,0,2,6
32333,6,9,2,5.3,0,9,6
2787,6,7,3,8.1,0,9,7
59627,5,5,2,7.9,0,9,5
103395,6,6,3,3.8,0,9,7
46189,0,8,0,7.4,0,9,9
91324,3,12,2,9.7,0,8,4
120965,1,2,2,6.4,1,0,4
14832,0,1,3,9.6,1,9,3
125610,5,2,0,9.7,0,0,5
40820,4,6,3,1.9,0,9,8
128230,3,8,3,1.1,0,9,5
93244,6,5,2,1.2,1,9,5
96656,1,2,0,1.5,0,0,6
115085,6,11,3,9.9,0,8,2
79427,4,7,0,2.9,0,9,9
2176,1,6,1,7.1,0,9,7
76182,2,10,3,9.3,0,8,8
101459,5,2,0,0.6,0,0,0
127166,2,6,0,4.9,0,9,5
52428,1,11,2,9.8,0,8,3
6278,0,4,2,6.3,0,2,8
112832,6,6,1,5.1,0,9,2
104350,0,9,0,9.0,0,9,7
113454,4,7,3,7.2,1,9,9
58540,4,2,3,9.5,0,0,5
15672,3,4,0,3.3,0,2,3
82649,5,3,0,4.3,0,9,3
22054,5,7,4,0.0,0,9,4
54003,1,3,2,6.9,0,9,4
44165,5,3,0,5.5,0,9,9
28951,1,1,0,7.9,0,9,6
39222,4,2,3,2.5,0,0,1
72868,6,2,2,8.7,0,0,1
135709,2,4,0,7.4,0,2,7
5148,0,1,3,3.6,1,9,8
68384,5,3,2,1.4,0,9,7
56292,4,9,1,5.2,1,8,4
138664,1,11,2,2.2,0,8,7
28778,1,12,3,0.7,0,8,5
129279,2,11,1,5.7,0,8,5
136880,4,7,0,4.2,0,9,7
59004,0,4,0,5.7,0,2,5
27001,0,8,1,3.4,0,9,5
63760,1,4,0,0.1,0,2,6
137328,3,8,0,8.9,0,9,7
245,6,1,2,4.5,0,9,7
73357,3,3,3,7.5,0,9,8
68538,1,3,3,6.8,1,9,7
127473,6,6,3,5.6,1,9,5
21050,1,5,1,9.8,0,9,4
15926,4,4,2,8.7,0,2,3
3653,1,10,0,4.4,1,8,7
123442,4,8,3,3.5,0,9,4
144828,4,5,3,7.1,0,9,9
56125,5,8,3,8.6,0,9,4
101574,1,2,1,2.1,0,0,0
27892,4,10,2,2.3,0,8,5
124870,5,12,1,5.9,0,8,4
38091,2,11,3,9.7,0,8,7
100762,3,12,1,1.1,0,8,6
94180,2,7,3,4.6,0,9,5
72034,2,12,2,5.5,0,8,7
35366,2,5,0,7.8,0,9,7
30192,5,4,1,1.7,0,2,6
22708,3,9,2,5.2,1,8,4
43113,5,12,2,0.6,0,8,8
30544,3,5,0,6.8,1,9,6
119193,6,10,0,9.6,1,8,3
8141,4,9,1,2.1,0,9,8
135070,4,1,3,3.4,0,9,7
26484,0,7,0,1.8,0,9,5
37062,1,9,1,7.0,0,9,7
65968,1,9,2,0.4,1,8,6
31400,4,7,1,2.2,0,9,6
44265,3,3,1,5.5,0,9,9
16667,3,6,2,2.6,0,9,3
120778,0,2,0,7.7,0,0,4
70194,6,8,0,1.9,0,9,7
32160,1,9,0,8.0,1,8,6
14507,2,1,0,7.1,0,9,3
39456,6,3,1,5.8,0,9,8
37004,6,9,1,1.2,1,8,7
18453,2,11,0,0.7,0,8,3
75607,0,9,2,1.9,0,9,8
52199,3,11,0,6.9,0,8,3
141552,0,7,3,0.3,0,9,8
140534,0,5,0,8.7,0,9,8
145779,4,10,1,1.9,0,8,9
76484,1,11,2,9.4,0,8,8
128402,2,9,0,8.2,0,9,5
100600,5,11,3,5.0,0,8,6
71988,1,12,2,0.9,0,8,7
48480,4,1,3,6.0,1,9,3
4202,6,11,1,9.2,1,8,7
84694,5,8,0,8.3,0,9,3
71995,3,12,2,1.6,1,8,7
71546,4,11,1,6.8,1,8,7
34484,4,2,3,9.9,0,0,0
18894,5,12,0,4.7,0,8,3
125434,1,1,3,2.2,0,9,5
96834,6,2,1,9.3,0,0,6
79343,4,6,3,4.6,0,9,2
46080,3,7,3,6.6,0,9,9
136311,2,5,2,7.5,0,9,7
72349,3,1,1,6.9,0,9,8
11052,3,4,2,2.5,0,2,2
48140,1,1,0,2.0,1,9,3
71797,1,12,0,1.8,0,8,7
13301,5,10,0,6.8,1,8,9
109685,1,10,2,1.2,1,8,8
86010,0,11,1,9.6,1,8,3
14498,5,1,0,6.2,0,9,3
141354,6,7,1,0.5,0,9,8
3142,0,8,3,3.5,0,9,7
139691,0,3,0,4.6,0,9,8
110159,4,11,2,8.5,0,8,8
48118,1,12,3,9.9,0,8,9
30727,6,5,2,5.1,0,9,6
34371,4,2,2,8.6,0,0,0
19684,3,2,0,3.5,0,0,4
8514,0,10,0,9.3,0,8,8
60756,5,8,2,0.5,0,9,5
116524,5,3,2,3.4,0,9,3
121586,3,4,0,8.3,0,2,4
16315,5,5,2,7.5,0,9,3
85603,3,10,1,9.0,0,8,3
86022,1,11,2,0.8,1,8,3
107005,0,3,3,3.9,0,9,8
70592,6,9,0,1.6,1,8,7
88052,1,4,2,3.3,0,2,4
6245,1,4,2,3.0,0,2,8
63729,3,3,3,7.1,0,9,6
51362,3,9,0,3.4,0,9,3
43222,0,12,3,1.5,0,8,8
100627,4,11,3,7.7,0,8,6
107777,3,5,3,0.9,0,9,8
135791,6,4,1,5.6,1,2,7
107744,5,5,2,7.6,1,9,8
23866,2,12,2,0.7,0,8,4
145205,0,7,3,4.7,0,9,9
105515,2,12,0,5.2,1,8,7
94602,3,8,3,6.7,0,9,5
111027,6,1,3,5.1,0,9,9
16971,3,7,1,2.9,0,9,3
87465,4,3,0,4.7,0,9,4
36889,2,8,3,9.8,0,9,7
86931,5,1,3,1.5,0,9,4
19198,5,12,3,5.1,0,8,3
13583,5,10,3,5.0,0,8,9
95141,3,10,1,0.4,1,8,5
64131,1,4,3,7.2,1,2,6
82828,4,3,2,2.2,0,9,3
117127,0,5,0,3.5,0,9,3
18976,2,12,1,2.9,0,8,3
97057,1,3,0,1.5,0,9,6
138346,3,10,3,0.5,0,8,7
27321,1,9,0,5.3,0,9,5
41181,6,7,2,7.9,0,9,8
26231,0,6,1,6.6,0,9,5
41832,6,9,1,2.8,1,8,8
50513,2,6,3,8.8,1,9,3
91802,3,1,3,7.4,0,9,5
34576,5,3,0,9.0,0,9,7
85282,3,9,2,7.0,0,9,3
139755,2,3,1,1.0,0,9,8
66878,0,11,3,1.2,1,8,6
51925,4,10,1,9.6,1,8,3
76668,6,12,0,7.7,0,8,8
1817,2,5,2,1.3,0,9,7
127526,2,7,0,0.8,1,9,5
30893,4,6,0,1.6,1,9,6
120559,6,1,2,5.9,0,9,4
14353,5,12,3,1.8,0,8,9
3954,4,10,3,4.5,0,8,7
67252,4,12,2,8.5,0,8,6
115653,0,1,1,6.5,0,9,3
23509,6,11,2,5.1,0,8,4
62104,4,11,3,5.0,0,8,5
61657,0,10,3,0.4,1,8,5
138957,1,12,1,1.4,0,8,7
122319,6,6,0,1.4,0,9,4
117155,0,5,0,6.3,0,9,3
143950,0,1,2,9.5,0,9,9
97954,5,5,1,1.0,0,9,6
62668,6,1,1,1.2,1,9,6
106699,5,3,0,3.3,0,9,8
63040,2,2,0,8.3,0,0,6
80136,5,8,3,3.7,0,9,9
141882,0,8,2,3.2,1,9,8
36503,5,8,0,1.2,1,9,7
125778,4,2,2,6.5,0,0,5
36911,2,9,0,1.9,0,9,7
98410,0,6,1,6.5,0,9,6
40313,3,5,2,1.3,0,9,8
48989,0,3,0,6.7,0,9,3
43492,1,1,1,8.4,1,9,9
43801,2,2,0,9.2,1,0,2
50989,0,8,0,6.2,0,9,3
113860,6,8,3,7.7,0,9,9
102685,4,5,0,2.9,0,9,7
16178,2,5,1,3.8,0,9,3
106625,5,2,3,6.0,1,0,1
46933,3,10,0,1.6,1,8,9
111094,0,2,0,1.7,0,0,2
138707,6,11,2,6.5,0,8,7
67584,4,1,2,1.6,1,9,7
65738,0,8,3,7.5,0,9,6
40417,6,5,3,1.7,0,9,8
6058,6,4,0,4.3,0,2,8
96469,6,1,2,2.9,0,9,6
115961,6,2,0,7.2,1,0,3
61463,3,10,1,1.0,0,8,5
4647,0,12,2,3.6,1,8,7
70932,2,9,3,5.6,1,8,7
75998,4,10,2,0.9,0,8,8
24664,3,2,2,0.3,0,0,5
20510,1,4,0,5.9,0,2,4
99837,0,9,3,8.9,0,9,6
48936,4,3,0,1.4,0,9,3
25207,5,3,3,4.5,0,9,5
104215,6,8,3,5.6,1,9,7
20908,0,5,0,5.6,1,9,4
88009,3,4,1,9.0,0,2,4
128686,5,9,3,6.6,0,9,5
128785,3,10,0,6.4,1,8,5
73554,4,4,1,7.1,0,2,8
72896,5,2,3,1.5,0,0,1
14033,6,11,3,9.9,0,8,2
1034,0,3,2,3.2,1,9,7
107246,0,4,1,7.9,0,2,8
135539,6,3,3,0.5,0,9,7
126271,6,3,3,5.7,0,9,5
131834,4,5,3,0.6,0,9,6
12425,4,7,3,9.5,0,9,9
29207,4,1,3,3.5,0,9,6
56594,2,10,0,5.3,0,8,4
33388,3,12,1,0.5,0,8,6
84897,6,8,2,8.6,0,9,3
49254,1,3,3,3.2,1,9,3
101626,3,2,1,7.3,0,0,0
105914,2,1,0,5.0,0,9,8
13649,4,11,0,1.5,0,8,2
42280,3,10,1,7.5,0,8,8
87667,4,3,2,4.9,0,9,4
34648,3,3,1,6.2,0,9,7
60009,6,6,2,6.0,1,9,5
76011,6,10,2,2.2,0,8,8
35555,6,5,2,6.7,0,9,7
140346,4,4,3,0.0,0,2,8
49856,2,5,1,3.2,1,9,3
62582,5,1,0,2.6,0,9,6
128140,4,8,2,2.1,0,9,5
142629,6,10,1,7.7,0,8,8
46850,4,9,3,3.4,0,9,2
71494,2,11,1,1.6,1,8,7
76412,2,11,2,2.2,0,8,8
17860,6,9,2,1.6,1,8,3
122789,3,7,0,8.3,0,9,4
127250,1,6,1,3.3,0,9,5
87419,3,3,0,0.1,0,9,4
95818,0,11,3,8.0,1,8,5
70801,0,9,2,2.5,0,9,7
103759,4,7,3,0.1,0,9,7
82833,3,3,2,2.7,0,9,3
51656,5,9,3,2.8,1,8,3
112933,0,6,2,5.2,1,9,2
48846,6,2,3,2.5,0,0,3
92450,4,3,2,2.0,1,9,5
30681,5,5,2,0.5,0,9,6
84246,0,7,0,3.6,1,9,3
106999,0,3,3,3.3,0,9,8
22940,4,10,0,8.3,0,8,4
20982,0,5,1,3.0,0,9,4
126681,6,4,3,6.6,0,2,5
106248,4,1,3,8.4,1,9,8
13833,2,11,1,9.9,0,8,2
122441,4,6,1,3.6,1,9,4
32459,1,9,3,7.9,0,9,6
84669,2,8,0,5.8,0,9,3
37120,4,9,2,2.8,1,8,7
47133,0,10,2,1.6,1,8,9
27511,6,9,2,4.3,0,9,5
26421,6,6,3,5.6,1,9,5
20849,3,4,3,9.8,0,2,4
4553,1,12,1,4.2,0,8,7
76220,1,11,0,3.0,0,8,8
61341,6,9,3,8.9,0,9,5
133137,5,9,0,0.5,0,9,6
132326,2,6,3,9.7,0,9,6
108222,5,6,3,5.3,0,9,8
69865,2,7,0,9.1,0,9,7
122422,1,6,1,1.7,0,9,4
4002,1,10,3,9.3,0,8,7
58689,5,3,1,4.3,0,9,5
52414,5,11,2,8.4,1,8,3
6704,6,5,2,8.8,1,9,8
90795,2,11,1,6.9,0,8,4
70378,4,8,2,0.3,0,9,7
121359,0,3,2,5.7,0,9,4
69025,6,5,0,5.3,0,9,7
126560,3,4,2,4.5,0,2,5
80286,4,9,0,8.6,0,9,2
138945,0,12,1,0.2,0,8,7
17757,3,9,1,1.3,0,9,3
91441,2,1,0,1.3,0,9,5
34849,1,3,3,6.3,0,9,7
73498,4,4,1,1.5,0,2,8
141418,2,7,1,6.9,0,9,8
79810,5,8,0,1.1,0,9,9
111763,5,3,2,8.5,0,9,9
33150,2,11,2,6.8,1,8,6
56976,2,11,0,3.4,0,8,4
27116,4,8,2,4.9,0,9,5
64351,1,5,1,9.1,0,9,6
102721,0,5,0,6.5,0,9,7
63145,6,2,1,8.8,1,0,6
37605,5,10,3,1.2,1,8,7
132233,5,6,3,0.4,1,9,6
77890,1,3,0,9.6,1,9,9
118911,4,9,2,1.5,0,9,3
34823,4,3,3,3.7,0,9,7
34777,3,3,2,9.1,0,9,7
12997,4,9,1,6.5,0,9,2
103065,2,6,0,0.8,1,9,7
34259,4,2,1,7.4,0,0,0
143256,3,12,0,0.2,0,8,8
11202,0,4,3,7.5,0,2,2
48209,4,1,0,8.9,0,9,3
144424,3,3,3,6.8,1,9,9
29634,5,2,3,6.1,0,0,6
97238,3,3,1,9.6,1,9,6
76660,3,12,0,6.9,0,8,8
25257,4,3,3,9.5,0,9,5
133244,5,9,1,1.2,1,8,6
31065,1,6,1,8.8,1,9,6
74889,0,7,3,0.3,0,9,8
77923,6,3,1,2.9,0,9,9
9608,4,12,3,8.5,0,8,8
100391,4,11,1,4.1,0,8,6
19040,5,12,1,9.3,0,8,3
70395,5,8,2,2.0,1,9,7
130033,3,1,1,0.9,0,9,6
16004,3,4,3,6.5,0,2,3
49532,5,4,2,0.9,0,2,3
61961,1,11,2,0.7,0,8,5
111720,0,3,2,4.2,0,9,9
75144,4,8,1,5.7,0,9,8
134017,2,11,0,8.3,0,8,6
122924,3,7,2,1.8,0,9,4
50338,1,6,2,1.3,0,9,3
64037,3,4,2,7.8,0,2,6
101050,5,12,3,9.9,0,8,6
133530,4,9,3,9.8,0,9,6
95751,0,11,3,1.3,0,8,5
56920,1,10,3,7.9,0,8,4
15326,6,3,0,8.8,1,9,3
63975,3,4,2,1.6,1,2,6
111326,2,2,2,4.9,0,0,2
109557,3,10,0,8.4,1,8,8
115489,6,1,0,0.1,0,9,3
97457,3,4,0,1.4,0,2,6
113129,5,7,0,4.7,0,9,9
12772,3,8,3,4.1,0,9,9
10439,2,3,0,1.3,0,9,9
34512,2,3,0,2.6,0,9,7
27191,6,8,3,2.4,1,9,5
72175,3,12,3,9.6,1,8,7
6589,2,5,1,7.3,0,9,8
3370,5,9,1,6.2,0,9,7
