,leap_year_condition,decade,predicted_year_digit,predicted_year
45287,0,217,9,2179
60872,0,212,9,2129
120476,1,197,8,1978
128888,0,196,1,1961
104022,0,196,1,1961
81058,1,185,8,1858
103206,0,194,1,1941
28295,0,202,1,2021
24092,1,183,8,1838
43732,0,182,5,1825
117530,0,183,5,1835
132525,0,199,1,1991
141204,1,215,2,2152
20381,0,213,9,2139
136172,1,193,8,1938
142838,0,218,9,2189
26195,0,193,1,1931
25447,1,198,8,1988
4130,1,192,8,1928
72057,0,207,1,2071
122361,1,185,8,1858
49479,1,195,8,1958
32093,0,181,5,1815
85069,0,185,5,1855
118600,0,210,1,2101
7326,1,190,8,1908
58545,0,220,9,2209
63256,0,209,1,2091
90409,1,198,8,1988
144044,0,218,9,2189
90101,0,207,1,2071
85600,0,198,1,1981
81656,0,205,1,2051
119765,0,206,1,2061
103011,0,215,9,2159
75768,1,218,2,2182
140309,0,206,1,2061
349,0,214,9,2149
13529,1,209,2,2092
85203,0,199,1,1991
107260,0,199,1,1991
87263,0,204,1,2041
63983,1,202,8,2028
104474,0,201,1,2011
76006,0,201,1,2011
95217,1,198,8,1988
78268,0,187,5,1875
118213,0,211,9,2119
103740,0,208,1,2081
123319,1,201,8,2018
19558,0,211,9,2119
69838,1,186,8,1868
61072,1,192,8,1928
104232,0,217,9,2179
99777,0,212,9,2129
6860,0,184,5,1845
58598,1,185,8,1858
133468,1,213,2,2132
114533,1,204,8,2048
67678,0,211,9,2119
128623,0,210,1,2101
2640,0,203,1,2031
64164,1,180,8,1808
58064,1,212,2,2122
143428,0,197,1,1971
94456,0,202,1,2021
23500,0,204,1,2041
59914,0,196,1,1961
96249,0,180,5,1805
110965,0,208,1,2081
71794,0,181,5,1815
139865,1,202,8,2028
125954,1,184,8,1848
12191,0,196,1,1961
4565,0,195,1,1951
27631,0,216,9,2169
97665,0,202,1,2021
124274,0,216,9,2169
99003,0,215,9,2159
117803,0,211,9,2119
47710,1,219,2,2192
84919,1,210,2,2102
71884,0,190,5,1905
33718,0,183,5,1835
52710,0,197,1,1971
10489,0,186,5,1865
46840,1,212,2,2122
134918,0,198,1,1981
121297,0,199,1,1991
17267,1,182,8,1828
130733,0,180,5,1805
96465,0,202,1,2021
103150,0,189,5,1895
14028,0,219,9,2199
78848,1,205,8,2058
38502,0,180,5,1805
141486,0,203,1,2031
1315,1,191,8,1918
24609,1,194,8,1948
23088,0,203,1,2031
59747,0,219,9,2199
127976,0,185,5,1855
63117,1,196,8,1968
80255,0,185,5,1855
71149,1,197,8,1978
130024,0,190,5,1905
101123,0,187,5,1875
53257,0,212,9,2129
21477,1,202,8,2028
63338,0,218,9,2189
45547,0,203,1,2031
124379,0,186,5,1865
65770,0,180,5,1805
103905,0,184,5,1845
141342,0,189,5,1895
107713,0,204,1,2041
59564,1,201,8,2018
50356,0,203,1,2031
83747,0,213,9,2139
120367,0,186,5,1865
128094,0,197,1,1971
90759,0,193,1,1931
56127,1,218,2,2182
94595,1,216,2,2162
34410,0,212,9,2129
66442,0,207,1,2071
45804,0,189,5,1895
124317,0,180,5,1805
145809,0,194,1,1941
117938,1,184,8,1848
43092,0,198,1,1981
89723,0,210,1,2101
114757,0,187,5,1875
72988,0,180,5,1805
50776,0,205,1,2051
133390,0,205,1,2051
146280,0,201,1,2011
74125,0,214,9,2149
107507,0,183,5,1835
143993,0,213,9,2139
77200,1,200,8,2008
90758,1,193,8,1938
10422,0,219,9,2199
102344,0,188,5,1885
65045,0,188,5,1885
37271,0,217,9,2179
45043,0,193,1,1931
43881,1,197,8,1978
14593,0,195,1,1951
97202,1,196,8,1968
61466,0,191,5,1915
44569,0,185,5,1855
75969,1,198,8,1988
24754,0,209,1,2091
93708,0,207,1,2071
127028,1,211,2,2112
32281,0,200,1,2001
50941,0,181,5,1815
5696,0,188,5,1885
40336,1,203,8,2038
118241,0,214,9,2149
106425,1,196,8,1968
78213,0,181,5,1815
56153,0,181,5,1815
13458,0,202,1,2021
31493,0,201,1,2011
78451,1,205,8,2058
81142,1,194,8,1948
130382,0,185,5,1855
48582,0,186,5,1865
4372,0,216,9,2169
139711,0,186,5,1865
42507,0,180,5,1805
9482,0,205,1,2051
39409,0,191,5,1915
67870,0,190,5,1905
10666,1,204,8,2048
46194,0,187,5,1875
119728,0,203,1,2031
6839,0,182,5,1825
88277,0,185,5,1855
21901,0,204,1,2041
2569,0,196,1,1961
104957,1,209,2,2092
43509,0,200,1,2001
120708,0,180,5,1805
62829,0,207,1,2071
4859,0,184,5,1845
114254,0,217,9,2179
43356,1,184,8,1848
65099,0,193,1,1931
50921,0,219,9,2199
46372,0,205,1,2051
51224,0,209,1,2091
51445,0,191,5,1915
67798,0,182,5,1825
13295,0,186,5,1865
143716,0,186,5,1865
49053,0,193,1,1931
52040,0,211,9,2119
42807,0,210,1,2101
125524,0,181,5,1815
110073,0,199,1,1991
96068,0,202,1,2021
120224,0,212,9,2129
66940,0,217,9,2179
2489,0,188,5,1885
73841,0,185,5,1855
32194,0,191,5,1915
119859,0,216,9,2169
67081,0,191,5,1915
128841,1,192,8,1928
85099,0,188,5,1885
70190,0,181,5,1815
91224,0,199,1,1991
49377,0,185,5,1855
93012,0,218,9,2189
117921,0,182,5,1825
132876,0,194,1,1941
84227,0,181,5,1815
54782,0,204,1,2041
75583,0,199,1,1991
44589,0,187,5,1875
122000,1,189,8,1898
100909,0,205,1,2051
53315,0,218,9,2189
38046,1,215,2,2152
18605,0,195,1,1951
57686,0,214,9,2149
46580,1,186,8,1868
73918,0,193,1,1931
24822,0,216,9,2169
37448,0,195,1,1951
42311,0,200,1,2001
32909,0,182,5,1825
88230,0,181,5,1815
67057,0,189,5,1895
123953,1,184,8,1848
96312,1,187,8,1878
144318,0,206,1,2061
36924,1,183,8,1838
100514,1,206,8,2068
5300,0,188,5,1885
76731,1,194,8,1948
41792,1,188,8,1888
17241,0,219,9,2199
64026,0,206,1,2061
94064,0,203,1,2031
83358,0,215,9,2159
29900,0,202,1,2021
69671,0,209,1,2091
110945,0,206,1,2061
20483,1,183,8,1838
15273,0,183,5,1835
39259,0,216,9,2169
137172,0,213,9,2139
39541,0,204,1,2041
59916,0,196,1,1961
68707,1,193,8,1938
17682,0,183,5,1835
32525,1,184,8,1848
106569,1,210,2,2102
123424,0,211,9,2119
324,1,212,2,2122
135550,1,211,2,2112
57049,0,190,5,1905
3575,0,216,9,2169
125794,0,208,1,2081
31129,1,205,8,2058
6055,1,184,8,1848
18021,0,217,9,2179
31944,0,206,1,2061
140424,0,217,9,2179
22648,1,199,8,1998
61546,0,199,1,1991
1254,0,185,5,1855
45678,0,216,9,2169
7497,0,207,1,2071
143076,0,202,1,2021
87092,0,187,5,1875
115123,1,183,8,1838
14533,0,189,5,1895
102638,0,218,9,2189
75845,1,185,8,1858
3456,1,204,8,2048
144742,0,208,1,2081
117420,1,212,2,2122
43411,0,190,5,1905
127598,1,188,8,1888
113616,0,193,1,1931
56785,1,204,8,2048
15392,0,195,1,1951
55126,0,198,1,1981
62058,1,210,2,2102
74479,0,209,1,2091
10170,0,194,1,1941
23806,0,194,1,1941
8145,0,192,1,1921
138276,0,203,1,2031
11669,1,184,8,1848
83588,1,198,8,1988
14431,1,219,2,2192
70365,0,199,1,1991
69074,0,190,5,1905
49097,0,197,1,1971
59876,0,192,1,1921
15118,0,208,1,2081
119240,0,194,1,1941
66894,1,212,2,2122
1670,0,186,5,1865
126740,1,182,8,1828
35430,0,194,1,1941
131154,0,182,5,1825
71705,0,212,9,2129
104161,0,210,1,2101
8369,0,214,9,2149
29691,0,181,5,1815
19336,1,188,8,1888
31331,0,185,5,1855
25795,0,193,1,1931
34885,0,219,9,2199
60641,0,189,5,1895
75877,1,188,8,1888
65332,0,217,9,2179
7694,0,187,5,1875
110039,0,196,1,1961
51752,0,182,5,1825
33053,0,197,1,1971
87348,0,213,9,2139
38551,0,185,5,1855
7087,0,207,1,2071
74813,0,202,1,2021
777,1,217,2,2172
5657,0,184,5,1845
35328,1,184,8,1848
2598,1,199,8,1998
133814,0,208,1,2081
117096,1,180,8,1808
25343,1,188,8,1888
113275,0,199,1,1991
89804,0,218,9,2189
70024,0,205,1,2051
74089,0,210,1,2101
18081,1,183,8,1838
42661,0,195,1,1951
74894,1,210,2,2102
126594,0,207,1,2071
97606,0,196,1,1961
33255,0,217,9,2179
120706,0,180,5,1805
45887,0,197,1,1971
41319,1,181,8,1818
10255,0,203,1,2031
82089,0,208,1,2081
9890,0,206,1,2061
36047,0,215,9,2159
106910,1,204,8,2048
144803,0,214,9,2149
5612,0,219,9,2199
136696,0,205,1,2051
69965,0,199,1,1991
90543,0,211,9,2119
63265,1,210,2,2102
57653,0,211,9,2119
52654,0,192,1,1921
26186,0,192,1,1921
20043,0,219,9,2199
140433,0,218,9,2189
118778,0,188,5,1885
87174,0,195,1,1951
73292,0,211,9,2119
98300,0,185,5,1855
58991,1,184,8,1848
60630,0,187,5,1875
62202,0,184,5,1845
122429,1,192,8,1928
100431,0,198,1,1981
107603,0,193,1,1931
119150,0,185,5,1855
41363,1,186,8,1868
18559,0,191,5,1915
70683,0,190,5,1905
114787,0,190,5,1905
132078,0,194,1,1941
80975,0,217,9,2179
67769,0,180,5,1805
60619,1,186,8,1868
72183,0,180,5,1805
26880,0,181,5,1815
96299,0,185,5,1855
66360,0,199,1,1991
113138,1,185,8,1858
113120,0,183,5,1835
124777,0,186,5,1865
75337,0,215,9,2159
59568,1,202,8,2028
12882,0,185,5,1855
86257,0,184,5,1845
138498,1,185,8,1858
31079,0,200,1,2001
121854,0,215,9,2159
140941,0,189,5,1895
62266,0,191,5,1915
59289,0,214,9,2149
41883,0,197,1,1971
43962,0,205,1,2051
47797,0,187,5,1875
84884,0,207,1,2071
6996,0,197,1,1971
129245,0,192,1,1921
48114,0,219,9,2199
69322,0,215,9,2159
126273,0,215,9,2159
113743,1,206,8,2068
45929,0,201,1,2011
137069,0,203,1,2031
71239,0,206,1,2061
123506,0,219,9,2199
125139,0,182,5,1825
113201,0,191,5,1915
106466,0,200,1,2001
4281,0,207,1,2071
108505,0,203,1,2031
60129,1,218,2,2182
108260,0,219,9,2199
96252,1,181,8,1818
47885,0,196,1,1961
76622,0,183,5,1835
118393,0,189,5,1895
90894,1,206,8,2068
48903,0,218,9,2189
45511,0,199,1,1991
66688,0,192,1,1921
62850,0,209,1,2091
132853,0,192,1,1921
100096,0,204,1,2041
40164,1,186,8,1868
122854,1,194,8,1948
66524,0,215,9,2159
33664,0,218,9,2189
36518,0,182,5,1825
128068,0,194,1,1941
17033,0,199,1,1991
10836,0,180,5,1805
112960,0,207,1,2071
126608,0,209,1,2091
123175,1,186,8,1868
113218,1,193,8,1938
119846,1,214,2,2142
144391,0,213,9,2139
79070,0,187,5,1875
77708,0,211,9,2119
35874,0,198,1,1981
141436,0,198,1,1981
137128,0,209,1,2091
78532,0,213,9,2139
86502,0,208,1,2081
84987,1,217,2,2172
16110,0,187,5,1875
53578,0,204,1,2041
98432,0,198,1,1981
114894,1,200,8,2008
117068,0,217,9,2179
88943,0,212,9,2129
91609,0,198,1,1981
76681,0,189,5,1895
91752,1,212,2,2122
71051,0,187,5,1875
35234,0,214,9,2149
82762,1,195,8,1958
46689,0,197,1,1971
51174,0,204,1,2041
23953,0,209,1,2091
99059,1,181,8,1818
103365,1,210,2,2102
68275,0,190,5,1905
97458,0,181,5,1815
73119,0,193,1,1931
134907,0,197,1,1971
61468,0,191,5,1915
74576,0,219,9,2199
119949,0,185,5,1855
7927,1,210,2,2102
132971,1,204,8,2048
130655,0,213,9,2139
101945,0,189,5,1895
40835,0,213,9,2139
52674,0,194,1,1941
103037,0,218,9,2189
74562,0,217,9,2179
56018,0,207,1,2071
83354,0,214,9,2149
98900,0,205,1,2051
93995,0,196,1,1961
64197,0,183,5,1835
7172,0,215,9,2159
58536,0,219,9,2199
141680,0,183,5,1835
87341,1,212,2,2122
95012,1,217,2,2172
90377,1,195,8,1958
20283,0,203,1,2031
121172,0,187,5,1875
29106,0,203,1,2031
103708,0,205,1,2051
97189,0,194,1,1941
65890,0,192,1,1921
121946,0,184,5,1845
89889,0,186,5,1865
143060,0,200,1,2001
86194,1,218,2,2182
17024,0,198,1,1981
100469,0,201,1,2011
15759,1,192,8,1928
104146,0,208,1,2081
54596,1,186,8,1868
92064,0,203,1,2031
134142,1,200,8,2008
145266,0,180,5,1805
122449,1,194,8,1948
51191,1,206,8,2068
66629,0,186,5,1865
89697,0,207,1,2071
56543,0,180,5,1805
52653,0,192,1,1921
12873,0,184,5,1845
74018,0,203,1,2031
125891,0,217,9,2179
83926,0,191,5,1915
62783,0,202,1,2021
142917,1,186,8,1868
103184,0,192,1,1921
37038,0,194,1,1941
145091,0,203,1,2031
84966,0,215,9,2159
138806,1,216,2,2162
1303,0,190,5,1905
28012,0,214,9,2149
141999,0,214,9,2149
15302,1,186,8,1868
95285,1,204,8,2048
75553,0,196,1,1961
118737,0,184,5,1845
108800,0,192,1,1921
101275,0,202,1,2021
91842,0,181,5,1815
17278,0,183,5,1835
98133,0,208,1,2081
74484,0,209,1,2091
98462,0,201,1,2011
18273,1,202,8,2028
93049,0,181,5,1815
25457,0,199,1,1991
84372,0,196,1,1961
106728,0,186,5,1865
128248,0,212,9,2129
5950,1,213,2,2132
3485,0,207,1,2071
82512,0,210,1,2101
52888,0,215,9,2159
79219,0,202,1,2021
99557,0,190,5,1905
140714,0,206,1,2061
131073,0,214,9,2149
93898,1,186,8,1868
13802,1,196,8,1968
115909,1,182,8,1828
53148,1,201,8,2018
121471,0,216,9,2169
68995,0,182,5,1825
35896,0,200,1,2001
72822,0,204,1,2041
48196,1,187,8,1878
30099,1,182,8,1828
49313,0,219,9,2199
54840,1,210,2,2102
19362,0,191,5,1915
27362,0,189,5,1895
34537,0,185,5,1855
2338,0,213,9,2139
121286,1,198,8,1988
75336,0,214,9,2149
59951,0,200,1,2001
11429,0,200,1,2001
106334,0,186,5,1865
11015,1,198,8,1988
122543,0,203,1,2031
144054,0,219,9,2199
139923,0,207,1,2071
26239,0,197,1,1971
131143,1,181,8,1818
70098,1,212,2,2122
95362,0,212,9,2129
101768,0,211,9,2119
6350,0,213,9,2139
132654,1,212,2,2122
82012,1,200,8,2008
29318,0,184,5,1845
141525,1,207,2,2072
129457,0,213,9,2139
49199,0,207,1,2071
81471,1,186,8,1868
30904,0,182,5,1825
120811,0,191,5,1915
39925,0,202,1,2021
73054,1,187,8,1878
53456,0,192,1,1921
102876,1,202,8,2028
89792,0,216,9,2169
69102,0,193,1,1931
38402,0,210,1,2101
89099,0,187,5,1875
43649,0,214,9,2149
28248,0,197,1,1971
103813,0,215,9,2159
103347,0,209,1,2091
143507,0,205,1,2051
64495,0,213,9,2139
96898,0,205,1,2051
19988,0,213,9,2139
129931,0,180,5,1805
57828,1,188,8,1888
4093,0,188,5,1885
11967,0,213,9,2139
52180,0,185,5,1855
132224,0,209,1,2091
126172,0,205,1,2051
18888,0,184,5,1845
66168,0,180,5,1805
100432,0,198,1,1981
44182,1,187,8,1878
64401,0,204,1,2041
74930,1,214,2,2142
104889,1,202,8,2028
109870,0,219,9,2199
68998,0,182,5,1825
66885,0,211,9,2119
120152,0,205,1,2051
41892,1,198,8,1988
61091,0,193,1,1931
119049,0,215,9,2159
53654,0,212,9,2129
72940,0,215,9,2159
87192,0,197,1,1971
145389,0,193,1,1931
88460,1,204,8,2048
24538,0,187,5,1875
129210,1,188,8,1888
42717,0,201,1,2011
66747,0,198,1,1981
68993,0,182,5,1825
80116,0,211,9,2119
96639,0,219,9,2199
48460,1,214,2,2142
79004,0,180,5,1805
92882,0,205,1,2051
133465,0,213,9,2139
9066,1,204,8,2048
17339,1,189,8,1898
58061,0,211,9,2119
79942,0,194,1,1941
43855,0,194,1,1941
18355,0,211,9,2119
85944,0,193,1,1931
4977,0,196,1,1961
95872,0,183,5,1835
50450,0,212,9,2129
38224,0,192,1,1921
59018,0,187,5,1875
88705,1,188,8,1888
141151,0,210,1,2101
80604,0,180,5,1805
80130,0,213,9,2139
18104,0,185,5,1855
81381,0,217,9,2179
145319,1,186,8,1868
110837,0,196,1,1961
50449,1,212,2,2122
117952,0,185,5,1855
10148,0,192,1,1921
29526,0,205,1,2051
36098,1,180,8,1808
80451,0,205,1,2051
31173,1,209,2,2092
88332,1,191,8,1918
107017,0,215,9,2159
21101,0,204,1,2041
111043,0,216,9,2169
103064,0,180,5,1805
95393,1,215,2,2152
28364,0,209,1,2091
119722,1,202,8,2028
121397,0,209,1,2091
33328,0,184,5,1845
92057,1,202,8,2028
5800,0,198,1,1981
146220,0,195,1,1951
135983,1,214,2,2142
33004,0,192,1,1921
3219,0,181,5,1815
146073,1,181,8,1818
121469,0,216,9,2169
143599,0,214,9,2149
128911,0,199,1,1991
131458,0,213,9,2139
33978,0,209,1,2091
93946,1,191,8,1918
97047,0,180,5,1805
92085,1,205,8,2058
75394,0,180,5,1805
23654,1,219,2,2192
126491,1,197,8,1978
89911,0,188,5,1885
5587,0,217,9,2179
76847,1,205,8,2058
120134,0,203,1,2031
86225,0,181,5,1815
60629,0,187,5,1875
114990,1,210,2,2102
43629,0,212,9,2129
133256,1,192,8,1928
35043,1,195,8,1958
109901,0,182,5,1825
141343,0,189,5,1895
51768,0,183,5,1835
122962,1,205,8,2058
19740,0,189,5,1895
34565,0,187,5,1875
70283,1,190,8,1908
116825,0,193,1,1931
128209,0,209,1,2091
4764,0,215,9,2159
47235,0,211,9,2119
55960,0,202,1,2021
103973,0,191,5,1915
40631,0,193,1,1931
92944,0,211,9,2119
69736,0,216,9,2169
55128,0,199,1,1991
51046,0,191,5,1915
44066,0,215,9,2159
129468,0,214,9,2149
99949,0,190,5,1905
35615,0,212,9,2129
71422,1,184,8,1848
137728,1,188,8,1888
92297,0,186,5,1865
14070,0,183,5,1835
104869,1,200,8,2008
70996,0,181,5,1815
17658,0,181,5,1815
122728,0,182,5,1825
46591,0,187,5,1875
95341,1,210,2,2102
124742,0,183,5,1835
114078,0,199,1,1991
110857,0,198,1,1981
58340,0,199,1,1991
102035,0,198,1,1981
93194,0,196,1,1961
137950,0,211,9,2119
98731,0,188,5,1885
39654,1,215,2,2152
137196,0,215,9,2159
136757,1,212,2,2122
106894,1,202,8,2028
117663,0,197,1,1971
6179,1,196,8,1968
97270,1,202,8,2028
46725,0,200,1,2001
1723,0,191,5,1915
7427,0,200,1,2001
142763,0,211,9,2119
57393,0,185,5,1855
63997,0,203,1,2031
111727,0,204,1,2041
70995,0,181,5,1815
23493,0,203,1,2031
24689,1,202,8,2028
141106,0,205,1,2051
47363,0,184,5,1845
19263,0,181,5,1815
99716,1,206,8,2068
7677,0,185,5,1855
96902,0,206,1,2061
14621,0,198,1,1981
61355,0,180,5,1805
72011,1,203,8,2038
29933,0,205,1,2051
52434,1,210,2,2102
112153,0,207,1,2071
43359,0,185,5,1855
48770,0,204,1,2041
125115,0,180,5,1805
47556,0,203,1,2031
28772,0,210,1,2101
66078,0,211,9,2119
101734,0,208,1,2081
141853,0,200,1,2001
113229,0,194,1,1941
103974,0,191,5,1915
98017,0,197,1,1971
69166,0,199,1,1991
70456,0,208,1,2081
106506,0,204,1,2041
95618,1,198,8,1988
4925,0,191,5,1915
135671,1,183,8,1838
17285,0,184,5,1845
49401,0,187,5,1875
34050,0,216,9,2169
125735,0,202,1,2021
145187,0,212,9,2129
30898,0,182,5,1825
143041,1,198,8,1988
21195,0,214,9,2149
26650,1,198,8,1988
126647,1,213,2,2132
105359,0,209,1,2091
22524,1,186,8,1868
88237,0,181,5,1815
125415,0,210,1,2101
75907,0,191,5,1915
98429,1,198,8,1988
51047,1,192,8,1928
140758,0,211,9,2119
120645,0,214,9,2149
28094,1,182,8,1828
131535,0,180,5,1805
3472,1,206,8,2068
58926,1,218,2,2182
95840,0,180,5,1805
130314,0,219,9,2199
56464,1,212,2,2122
12699,1,206,8,2068
7646,0,182,5,1825
121093,1,219,2,2192
116917,0,202,1,2021
65594,0,203,1,2031
14110,0,187,5,1875
117443,0,215,9,2159
129714,0,199,1,1991
129500,0,217,9,2179
68642,0,187,5,1875
122530,0,202,1,2021
67184,0,201,1,2011
142873,1,182,8,1828
140527,1,188,8,1888
73083,0,190,5,1905
80528,1,212,2,2122
47069,1,195,8,1958
11292,1,186,8,1868
5624,0,181,5,1815
126850,0,193,1,1931
20001,1,215,2,2152
110608,0,213,9,2139
96235,1,219,2,2192
66400,0,203,1,2031
135979,1,214,2,2142
42647,0,194,1,1941
129253,0,193,1,1931
42744,0,203,1,2031
34152,0,186,5,1865
105168,0,190,5,1905
20793,0,214,9,2149
74842,1,205,8,2058
133053,0,212,9,2129
64021,0,206,1,2061
50768,0,204,1,2041
46932,0,181,5,1815
30531,0,185,5,1855
54288,0,195,1,1951
35321,0,183,5,1835
1186,1,218,2,2182
4386,1,217,2,2172
72842,0,206,1,2061
91404,0,217,9,2179
24173,0,191,5,1915
30228,0,195,1,1951
30621,0,194,1,1941
73942,0,195,1,1951
105615,1,195,8,1958
63460,0,190,5,1905
22355,0,210,1,2101
27038,0,197,1,1971
62662,0,190,5,1905
123614,0,190,5,1905
48616,0,189,5,1895
40997,0,189,5,1895
61804,0,185,5,1855
51388,1,186,8,1868
108514,1,204,8,2048
35458,0,197,1,1971
13281,1,184,8,1848
113239,0,195,1,1951
145541,0,208,1,2081
48264,1,194,8,1948
20706,0,205,1,2051
119911,1,181,8,1818
22923,0,186,5,1865
118843,0,194,1,1941
72918,0,213,9,2139
55436,0,189,5,1895
75654,0,206,1,2061
80,1,188,8,1888
145543,1,208,2,2082
24333,0,207,1,2071
36629,0,193,1,1931
85111,0,189,5,1895
116685,0,219,9,2199
99697,0,204,1,2041
12659,1,202,8,2028
27696,0,182,5,1825
60263,0,191,5,1915
30048,0,217,9,2179
71376,0,219,9,2199
77728,0,213,9,2139
97793,0,215,9,2159
14314,0,207,1,2071
124651,0,214,9,2149
11180,0,215,9,2159
59130,0,198,1,1981
104436,1,197,8,1978
119257,1,196,8,1968
12281,0,205,1,2051
134471,1,193,8,1938
72030,0,205,1,2051
47616,0,209,1,2091
23333,0,187,5,1875
34541,0,185,5,1855
23249,1,219,2,2192
29414,0,194,1,1941
70025,0,205,1,2051
29342,0,186,5,1865
8082,0,186,5,1865
52751,1,202,8,2028
29724,0,185,5,1855
71508,0,193,1,1931
81627,1,202,8,2028
84239,0,182,5,1825
78730,0,193,1,1931
76040,0,205,1,2051
63836,0,187,5,1875
86632,1,181,8,1818
20750,0,209,1,2091
96416,1,197,8,1978
56867,0,212,9,2129
8689,1,206,8,2068
111651,0,197,1,1971
126126,1,201,8,2018
105876,1,181,8,1818
45257,0,214,9,2149
135467,0,203,1,2031
71427,0,184,5,1845
27160,0,209,1,2091
93191,0,195,1,1951
77743,0,215,9,2159
32971,0,188,5,1885
108663,0,219,9,2199
123368,0,206,1,2061
64482,0,212,9,2129
38220,0,192,1,1921
67810,0,184,5,1845
130545,1,202,8,2028
80910,0,210,1,2101
38947,0,185,5,1855
19564,1,211,2,2112
5207,0,219,9,2199
44808,0,209,1,2091
47732,0,181,5,1815
37168,1,207,2,2072
122763,0,185,5,1855
75081,0,189,5,1895
46938,0,182,5,1825
16673,1,203,8,2038
26287,0,202,1,2021
30909,1,183,8,1838
144887,0,182,5,1825
113604,0,192,1,1921
121283,0,198,1,1981
21087,0,203,1,2031
142363,1,211,2,2112
108993,0,212,9,2129
106764,0,189,5,1895
99906,0,185,5,1855
27440,1,197,8,1978
77696,0,210,1,2101
29073,0,200,1,2001
38730,0,203,1,2031
5701,0,188,5,1885
9241,0,181,5,1815
101780,0,212,9,2129
143099,0,204,1,2041
73171,0,198,1,1981
136004,0,216,9,2169
142770,0,211,9,2119
101798,0,214,9,2149
126196,0,208,1,2081
126164,0,205,1,2051
113088,0,180,5,1805
104545,0,208,1,2081
16671,0,203,1,2031
142685,0,203,1,2031
68316,0,194,1,1941
43606,0,209,1,2091
65103,0,194,1,1941
114079,0,199,1,1991
139580,1,213,2,2132
113785,0,210,1,2101
536,0,193,1,1931
100202,0,215,9,2159
10951,1,192,8,1928
109128,1,185,8,1858
13971,0,213,9,2139
47223,0,210,1,2101
137434,0,199,1,1991
81097,0,189,5,1895
87765,0,214,9,2149
41361,0,185,5,1855
52634,0,190,5,1905
52475,0,214,9,2149
118167,0,207,1,2071
113340,0,205,1,2051
126261,0,214,9,2149
137444,0,200,1,2001
84356,0,194,1,1941
144418,0,216,9,2169
31115,0,203,1,2031
60855,1,210,2,2102
138119,0,187,5,1875
46693,0,197,1,1971
136944,0,190,5,1905
33483,1,200,8,2008
19629,0,218,9,2189
111009,0,213,9,2139
913,0,191,5,1915
90903,0,207,1,2071
18377,1,213,2,2132
84203,0,219,9,2199
61452,0,189,5,1895
108576,0,210,1,2101
10486,1,186,8,1868
81976,1,197,8,1978
54111,0,217,9,2179
60908,0,215,9,2159
51820,0,189,5,1895
122314,0,180,5,1805
3000,0,199,1,1991
45896,0,198,1,1981
141352,0,190,5,1905
129896,0,217,9,2179
57121,0,197,1,1971
36716,0,202,1,2021
26917,0,185,5,1855
125690,0,197,1,1971
18943,1,189,8,1898
78882,0,208,1,2081
89094,1,187,8,1878
118755,0,185,5,1855
115174,0,188,5,1885
35517,0,202,1,2021
115522,0,183,5,1835
47871,1,195,8,1958
63395,0,183,5,1835
120892,0,199,1,1991
26163,0,189,5,1895
142250,0,199,1,1991
60883,1,213,2,2132
72181,0,180,5,1805
25487,1,202,8,2028
94514,0,207,1,2071
12346,1,211,2,2112
62707,0,195,1,1951
49275,0,215,9,2159
48367,0,204,1,2041
58186,0,184,5,1845
85066,0,185,5,1855
54993,1,185,8,1858
122735,0,182,5,1825
136328,1,209,2,2092
12680,0,204,1,2041
144713,1,205,8,2058
15776,0,193,1,1931
83208,0,200,1,2001
11765,1,193,8,1938
119896,0,219,9,2199
145064,0,200,1,2001
110940,1,206,8,2068
6137,0,192,1,1921
58161,1,181,8,1818
37073,0,198,1,1981
83333,0,212,9,2129
114509,1,202,8,2028
92814,0,198,1,1981
63933,0,197,1,1971
60751,1,200,8,2008
85926,1,191,8,1918
120953,1,205,8,2058
107809,0,214,9,2149
132717,0,218,9,2189
70391,1,201,8,2018
13140,1,210,2,2102
130755,0,182,5,1825
102557,0,210,1,2101
101987,0,193,1,1931
40186,0,188,5,1885
106045,0,198,1,1981
64423,0,206,1,2061
141382,0,193,1,1931
11079,1,205,8,2058
144272,1,201,8,2018
116029,1,194,8,1948
16640,0,199,1,1991
67545,0,197,1,1971
32856,0,217,9,2179
6279,1,206,8,2068
99957,1,190,8,1908
77386,0,219,9,2199
48159,0,183,5,1835
116523,0,203,1,2031
37372,0,187,5,1875
146117,1,185,8,1858
85400,1,218,2,2182
128921,1,200,8,2008
65760,0,219,9,2199
23006,0,194,1,1941
135356,0,192,1,1921
70981,1,180,8,1808
8638,0,201,1,2011
85583,0,197,1,1971
7894,0,207,1,2071
108843,1,197,8,1978
118579,1,208,2,2082
135179,1,197,8,1978
27737,1,186,8,1868
94755,0,191,5,1915
27236,0,216,9,2169
3492,1,208,2,2082
76377,0,198,1,1981
129502,1,218,2,2182
88422,0,200,1,2001
145059,0,200,1,2001
140572,0,192,1,1921
89836,1,181,8,1818
80251,0,185,5,1855
46045,0,213,9,2139
38651,0,195,1,1951
82798,1,199,8,1998
46672,1,195,8,1958
142464,1,181,8,1818
91226,0,199,1,1991
98911,0,206,1,2061
127134,0,181,5,1815
65411,1,184,8,1848
17535,1,209,2,2092
100817,0,196,1,1961
82995,0,218,9,2189
15876,0,203,1,2031
80664,0,186,5,1865
77692,0,209,1,2091
128967,0,204,1,2041
85699,0,208,1,2081
29060,1,198,8,1988
98480,0,203,1,2031
