,leap_year_condition,decade,decade4,predicted_year_digit,predicted_year
81656,0,205,1,7,2057
119765,0,206,0,6,2066
103011,0,215,1,7,2157
75768,1,218,0,8,2188
140309,0,206,0,6,2066
349,0,214,0,6,2146
13529,1,209,1,2,2092
85203,0,199,1,7,1997
107260,0,199,1,7,1997
87263,0,204,0,6,2046
63983,1,202,0,8,2028
104474,0,201,1,7,2017
76006,0,201,1,7,2017
95217,1,198,0,8,1988
78268,0,187,1,9,1879
118213,0,211,1,7,2117
103740,0,208,0,6,2086
123319,1,201,1,2,2012
19558,0,211,1,7,2117
69838,1,186,0,8,1868
61072,1,192,0,8,1928
104232,0,217,1,7,2177
99777,0,212,0,6,2126
6860,0,184,0,6,1846
58598,1,185,1,2,1852
133468,1,213,1,2,2132
114533,1,204,0,8,2048
67678,0,211,1,7,2117
128623,0,210,0,6,2106
2640,0,203,1,7,2037
64164,1,180,0,8,1808
58064,1,212,0,8,2128
143428,0,197,1,7,1977
94456,0,202,0,6,2026
23500,0,204,0,6,2046
59914,0,196,0,6,1966
96249,0,180,0,6,1806
110965,0,208,0,6,2086
71794,0,181,1,9,1819
139865,1,202,0,8,2028
125954,1,184,0,8,1848
12191,0,196,0,6,1966
4565,0,195,1,7,1957
27631,0,216,0,6,2166
97665,0,202,0,6,2026
124274,0,216,0,6,2166
99003,0,215,1,7,2157
117803,0,211,1,7,2117
47710,1,219,1,2,2192
84919,1,210,0,8,2108
71884,0,190,0,6,1906
33718,0,183,1,9,1839
52710,0,197,1,7,1977
10489,0,186,0,6,1866
46840,1,212,0,8,2128
134918,0,198,0,6,1986
121297,0,199,1,7,1997
17267,1,182,0,8,1828
130733,0,180,0,6,1806
96465,0,202,0,6,2026
103150,0,189,1,9,1899
14028,0,219,1,7,2197
78848,1,205,1,2,2052
38502,0,180,0,6,1806
141486,0,203,1,7,2037
1315,1,191,1,2,1912
24609,1,194,0,8,1948
23088,0,203,1,7,2037
59747,0,219,1,7,2197
127976,0,185,1,9,1859
63117,1,196,0,8,1968
80255,0,185,1,9,1859
71149,1,197,1,2,1972
130024,0,190,0,6,1906
101123,0,187,1,9,1879
53257,0,212,0,6,2126
21477,1,202,0,8,2028
63338,0,218,0,6,2186
45547,0,203,1,7,2037
124379,0,186,0,6,1866
65770,0,180,0,6,1806
103905,0,184,0,6,1846
141342,0,189,1,9,1899
107713,0,204,0,6,2046
59564,1,201,1,2,2012
50356,0,203,1,7,2037
83747,0,213,1,7,2137
120367,0,186,0,6,1866
128094,0,197,1,7,1977
90759,0,193,1,7,1937
56127,1,218,0,8,2188
94595,1,216,0,8,2168
34410,0,212,0,6,2126
66442,0,207,1,7,2077
45804,0,189,1,9,1899
124317,0,180,0,6,1806
145809,0,194,0,6,1946
117938,1,184,0,8,1848
43092,0,198,0,6,1986
89723,0,210,0,6,2106
114757,0,187,1,9,1879
72988,0,180,0,6,1806
50776,0,205,1,7,2057
133390,0,205,1,7,2057
146280,0,201,1,7,2017
74125,0,214,0,6,2146
107507,0,183,1,9,1839
143993,0,213,1,7,2137
77200,1,200,0,8,2008
90758,1,193,1,2,1932
10422,0,219,1,7,2197
102344,0,188,0,6,1886
65045,0,188,0,6,1886
37271,0,217,1,7,2177
45043,0,193,1,7,1937
43881,1,197,1,2,1972
14593,0,195,1,7,1957
97202,1,196,0,8,1968
61466,0,191,1,9,1919
44569,0,185,1,9,1859
75969,1,198,0,8,1988
24754,0,209,1,7,2097
93708,0,207,1,7,2077
127028,1,211,1,2,2112
32281,0,200,0,6,2006
50941,0,181,1,9,1819
5696,0,188,0,6,1886
40336,1,203,1,2,2032
118241,0,214,0,6,2146
106425,1,196,0,8,1968
78213,0,181,1,9,1819
56153,0,181,1,9,1819
13458,0,202,0,6,2026
31493,0,201,1,7,2017
78451,1,205,1,2,2052
81142,1,194,0,8,1948
130382,0,185,1,9,1859
48582,0,186,0,6,1866
4372,0,216,0,6,2166
139711,0,186,0,6,1866
42507,0,180,0,6,1806
9482,0,205,1,7,2057
39409,0,191,1,9,1919
67870,0,190,0,6,1906
10666,1,204,0,8,2048
46194,0,187,1,9,1879
119728,0,203,1,7,2037
6839,0,182,0,6,1826
88277,0,185,1,9,1859
21901,0,204,0,6,2046
2569,0,196,0,6,1966
104957,1,209,1,2,2092
43509,0,200,0,6,2006
120708,0,180,0,6,1806
62829,0,207,1,7,2077
4859,0,184,0,6,1846
114254,0,217,1,7,2177
43356,1,184,0,8,1848
65099,0,193,1,7,1937
50921,0,219,1,7,2197
46372,0,205,1,7,2057
51224,0,209,1,7,2097
51445,0,191,1,9,1919
67798,0,182,0,6,1826
13295,0,186,0,6,1866
143716,0,186,0,6,1866
49053,0,193,1,7,1937
52040,0,211,1,7,2117
42807,0,210,0,6,2106
125524,0,181,1,9,1819
110073,0,199,1,7,1997
96068,0,202,0,6,2026
120224,0,212,0,6,2126
66940,0,217,1,7,2177
2489,0,188,0,6,1886
73841,0,185,1,9,1859
32194,0,191,1,9,1919
119859,0,216,0,6,2166
67081,0,191,1,9,1919
128841,1,192,0,8,1928
85099,0,188,0,6,1886
70190,0,181,1,9,1819
91224,0,199,1,7,1997
49377,0,185,1,9,1859
93012,0,218,0,6,2186
117921,0,182,0,6,1826
132876,0,194,0,6,1946
84227,0,181,1,9,1819
54782,0,204,0,6,2046
75583,0,199,1,7,1997
44589,0,187,1,9,1879
122000,1,189,1,2,1892
100909,0,205,1,7,2057
53315,0,218,0,6,2186
38046,1,215,1,2,2152
18605,0,195,1,7,1957
57686,0,214,0,6,2146
46580,1,186,0,8,1868
73918,0,193,1,7,1937
24822,0,216,0,6,2166
37448,0,195,1,7,1957
42311,0,200,0,6,2006
32909,0,182,0,6,1826
88230,0,181,1,9,1819
67057,0,189,1,9,1899
123953,1,184,0,8,1848
96312,1,187,1,2,1872
144318,0,206,0,6,2066
36924,1,183,1,2,1832
100514,1,206,0,8,2068
5300,0,188,0,6,1886
76731,1,194,0,8,1948
41792,1,188,0,8,1888
17241,0,219,1,7,2197
64026,0,206,0,6,2066
94064,0,203,1,7,2037
83358,0,215,1,7,2157
29900,0,202,0,6,2026
69671,0,209,1,7,2097
110945,0,206,0,6,2066
20483,1,183,1,2,1832
15273,0,183,1,9,1839
39259,0,216,0,6,2166
137172,0,213,1,7,2137
39541,0,204,0,6,2046
59916,0,196,0,6,1966
68707,1,193,1,2,1932
17682,0,183,1,9,1839
32525,1,184,0,8,1848
106569,1,210,0,8,2108
123424,0,211,1,7,2117
324,1,212,0,8,2128
135550,1,211,1,2,2112
57049,0,190,0,6,1906
3575,0,216,0,6,2166
125794,0,208,0,6,2086
31129,1,205,1,2,2052
6055,1,184,0,8,1848
18021,0,217,1,7,2177
31944,0,206,0,6,2066
140424,0,217,1,7,2177
22648,1,199,1,2,1992
61546,0,199,1,7,1997
1254,0,185,1,9,1859
45678,0,216,0,6,2166
7497,0,207,1,7,2077
143076,0,202,0,6,2026
87092,0,187,1,9,1879
115123,1,183,1,2,1832
14533,0,189,1,9,1899
102638,0,218,0,6,2186
75845,1,185,1,2,1852
3456,1,204,0,8,2048
144742,0,208,0,6,2086
117420,1,212,0,8,2128
43411,0,190,0,6,1906
127598,1,188,0,8,1888
113616,0,193,1,7,1937
56785,1,204,0,8,2048
15392,0,195,1,7,1957
55126,0,198,0,6,1986
62058,1,210,0,8,2108
74479,0,209,1,7,2097
10170,0,194,0,6,1946
23806,0,194,0,6,1946
8145,0,192,0,6,1926
138276,0,203,1,7,2037
11669,1,184,0,8,1848
83588,1,198,0,8,1988
14431,1,219,1,2,2192
70365,0,199,1,7,1997
69074,0,190,0,6,1906
49097,0,197,1,7,1977
59876,0,192,0,6,1926
15118,0,208,0,6,2086
119240,0,194,0,6,1946
66894,1,212,0,8,2128
1670,0,186,0,6,1866
126740,1,182,0,8,1828
35430,0,194,0,6,1946
131154,0,182,0,6,1826
71705,0,212,0,6,2126
104161,0,210,0,6,2106
8369,0,214,0,6,2146
29691,0,181,1,9,1819
19336,1,188,0,8,1888
31331,0,185,1,9,1859
25795,0,193,1,7,1937
34885,0,219,1,7,2197
60641,0,189,1,9,1899
75877,1,188,0,8,1888
65332,0,217,1,7,2177
7694,0,187,1,9,1879
110039,0,196,0,6,1966
51752,0,182,0,6,1826
33053,0,197,1,7,1977
87348,0,213,1,7,2137
38551,0,185,1,9,1859
7087,0,207,1,7,2077
74813,0,202,0,6,2026
777,1,217,1,2,2172
5657,0,184,0,6,1846
35328,1,184,0,8,1848
2598,1,199,1,2,1992
133814,0,208,0,6,2086
117096,1,180,0,8,1808
25343,1,188,0,8,1888
113275,0,199,1,7,1997
89804,0,218,0,6,2186
70024,0,205,1,7,2057
74089,0,210,0,6,2106
18081,1,183,1,2,1832
42661,0,195,1,7,1957
74894,1,210,0,8,2108
126594,0,207,1,7,2077
97606,0,196,0,6,1966
33255,0,217,1,7,2177
120706,0,180,0,6,1806
45887,0,197,1,7,1977
41319,1,181,1,2,1812
10255,0,203,1,7,2037
82089,0,208,0,6,2086
9890,0,206,0,6,2066
36047,0,215,1,7,2157
106910,1,204,0,8,2048
144803,0,214,0,6,2146
5612,0,219,1,7,2197
136696,0,205,1,7,2057
69965,0,199,1,7,1997
90543,0,211,1,7,2117
63265,1,210,0,8,2108
57653,0,211,1,7,2117
52654,0,192,0,6,1926
26186,0,192,0,6,1926
20043,0,219,1,7,2197
140433,0,218,0,6,2186
118778,0,188,0,6,1886
87174,0,195,1,7,1957
73292,0,211,1,7,2117
98300,0,185,1,9,1859
58991,1,184,0,8,1848
60630,0,187,1,9,1879
62202,0,184,0,6,1846
122429,1,192,0,8,1928
100431,0,198,0,6,1986
107603,0,193,1,7,1937
119150,0,185,1,9,1859
41363,1,186,0,8,1868
18559,0,191,1,9,1919
70683,0,190,0,6,1906
114787,0,190,0,6,1906
132078,0,194,0,6,1946
80975,0,217,1,7,2177
67769,0,180,0,6,1806
60619,1,186,0,8,1868
72183,0,180,0,6,1806
26880,0,181,1,9,1819
96299,0,185,1,9,1859
66360,0,199,1,7,1997
113138,1,185,1,2,1852
113120,0,183,1,9,1839
124777,0,186,0,6,1866
75337,0,215,1,7,2157
59568,1,202,0,8,2028
12882,0,185,1,9,1859
86257,0,184,0,6,1846
138498,1,185,1,2,1852
31079,0,200,0,6,2006
121854,0,215,1,7,2157
140941,0,189,1,9,1899
62266,0,191,1,9,1919
59289,0,214,0,6,2146
41883,0,197,1,7,1977
43962,0,205,1,7,2057
47797,0,187,1,9,1879
84884,0,207,1,7,2077
6996,0,197,1,7,1977
129245,0,192,0,6,1926
48114,0,219,1,7,2197
69322,0,215,1,7,2157
126273,0,215,1,7,2157
113743,1,206,0,8,2068
45929,0,201,1,7,2017
137069,0,203,1,7,2037
71239,0,206,0,6,2066
123506,0,219,1,7,2197
125139,0,182,0,6,1826
113201,0,191,1,9,1919
106466,0,200,0,6,2006
4281,0,207,1,7,2077
108505,0,203,1,7,2037
60129,1,218,0,8,2188
108260,0,219,1,7,2197
96252,1,181,1,2,1812
47885,0,196,0,6,1966
76622,0,183,1,9,1839
118393,0,189,1,9,1899
90894,1,206,0,8,2068
48903,0,218,0,6,2186
45511,0,199,1,7,1997
66688,0,192,0,6,1926
62850,0,209,1,7,2097
132853,0,192,0,6,1926
100096,0,204,0,6,2046
40164,1,186,0,8,1868
122854,1,194,0,8,1948
66524,0,215,1,7,2157
33664,0,218,0,6,2186
36518,0,182,0,6,1826
128068,0,194,0,6,1946
17033,0,199,1,7,1997
10836,0,180,0,6,1806
112960,0,207,1,7,2077
126608,0,209,1,7,2097
123175,1,186,0,8,1868
113218,1,193,1,2,1932
119846,1,214,0,8,2148
144391,0,213,1,7,2137
79070,0,187,1,9,1879
77708,0,211,1,7,2117
35874,0,198,0,6,1986
141436,0,198,0,6,1986
137128,0,209,1,7,2097
78532,0,213,1,7,2137
86502,0,208,0,6,2086
84987,1,217,1,2,2172
16110,0,187,1,9,1879
53578,0,204,0,6,2046
98432,0,198,0,6,1986
114894,1,200,0,8,2008
117068,0,217,1,7,2177
88943,0,212,0,6,2126
91609,0,198,0,6,1986
76681,0,189,1,9,1899
91752,1,212,0,8,2128
71051,0,187,1,9,1879
35234,0,214,0,6,2146
82762,1,195,1,2,1952
46689,0,197,1,7,1977
51174,0,204,0,6,2046
23953,0,209,1,7,2097
99059,1,181,1,2,1812
103365,1,210,0,8,2108
68275,0,190,0,6,1906
97458,0,181,1,9,1819
73119,0,193,1,7,1937
134907,0,197,1,7,1977
61468,0,191,1,9,1919
74576,0,219,1,7,2197
119949,0,185,1,9,1859
7927,1,210,0,8,2108
132971,1,204,0,8,2048
130655,0,213,1,7,2137
101945,0,189,1,9,1899
40835,0,213,1,7,2137
52674,0,194,0,6,1946
103037,0,218,0,6,2186
74562,0,217,1,7,2177
56018,0,207,1,7,2077
83354,0,214,0,6,2146
98900,0,205,1,7,2057
93995,0,196,0,6,1966
64197,0,183,1,9,1839
7172,0,215,1,7,2157
58536,0,219,1,7,2197
141680,0,183,1,9,1839
87341,1,212,0,8,2128
95012,1,217,1,2,2172
90377,1,195,1,2,1952
20283,0,203,1,7,2037
121172,0,187,1,9,1879
29106,0,203,1,7,2037
103708,0,205,1,7,2057
97189,0,194,0,6,1946
65890,0,192,0,6,1926
121946,0,184,0,6,1846
89889,0,186,0,6,1866
143060,0,200,0,6,2006
86194,1,218,0,8,2188
17024,0,198,0,6,1986
100469,0,201,1,7,2017
15759,1,192,0,8,1928
104146,0,208,0,6,2086
54596,1,186,0,8,1868
92064,0,203,1,7,2037
134142,1,200,0,8,2008
145266,0,180,0,6,1806
122449,1,194,0,8,1948
51191,1,206,0,8,2068
66629,0,186,0,6,1866
89697,0,207,1,7,2077
56543,0,180,0,6,1806
52653,0,192,0,6,1926
12873,0,184,0,6,1846
74018,0,203,1,7,2037
125891,0,217,1,7,2177
83926,0,191,1,9,1919
62783,0,202,0,6,2026
142917,1,186,0,8,1868
103184,0,192,0,6,1926
37038,0,194,0,6,1946
145091,0,203,1,7,2037
84966,0,215,1,7,2157
138806,1,216,0,8,2168
1303,0,190,0,6,1906
28012,0,214,0,6,2146
141999,0,214,0,6,2146
15302,1,186,0,8,1868
95285,1,204,0,8,2048
75553,0,196,0,6,1966
118737,0,184,0,6,1846
108800,0,192,0,6,1926
101275,0,202,0,6,2026
91842,0,181,1,9,1819
17278,0,183,1,9,1839
98133,0,208,0,6,2086
74484,0,209,1,7,2097
98462,0,201,1,7,2017
18273,1,202,0,8,2028
93049,0,181,1,9,1819
25457,0,199,1,7,1997
84372,0,196,0,6,1966
106728,0,186,0,6,1866
128248,0,212,0,6,2126
5950,1,213,1,2,2132
3485,0,207,1,7,2077
82512,0,210,0,6,2106
52888,0,215,1,7,2157
79219,0,202,0,6,2026
99557,0,190,0,6,1906
140714,0,206,0,6,2066
131073,0,214,0,6,2146
93898,1,186,0,8,1868
13802,1,196,0,8,1968
115909,1,182,0,8,1828
53148,1,201,1,2,2012
121471,0,216,0,6,2166
68995,0,182,0,6,1826
35896,0,200,0,6,2006
72822,0,204,0,6,2046
48196,1,187,1,2,1872
30099,1,182,0,8,1828
49313,0,219,1,7,2197
54840,1,210,0,8,2108
19362,0,191,1,9,1919
27362,0,189,1,9,1899
34537,0,185,1,9,1859
2338,0,213,1,7,2137
121286,1,198,0,8,1988
75336,0,214,0,6,2146
59951,0,200,0,6,2006
11429,0,200,0,6,2006
106334,0,186,0,6,1866
11015,1,198,0,8,1988
122543,0,203,1,7,2037
144054,0,219,1,7,2197
139923,0,207,1,7,2077
26239,0,197,1,7,1977
131143,1,181,1,2,1812
70098,1,212,0,8,2128
95362,0,212,0,6,2126
101768,0,211,1,7,2117
6350,0,213,1,7,2137
132654,1,212,0,8,2128
82012,1,200,0,8,2008
29318,0,184,0,6,1846
141525,1,207,1,2,2072
129457,0,213,1,7,2137
49199,0,207,1,7,2077
81471,1,186,0,8,1868
30904,0,182,0,6,1826
120811,0,191,1,9,1919
39925,0,202,0,6,2026
73054,1,187,1,2,1872
53456,0,192,0,6,1926
102876,1,202,0,8,2028
89792,0,216,0,6,2166
69102,0,193,1,7,1937
38402,0,210,0,6,2106
89099,0,187,1,9,1879
43649,0,214,0,6,2146
28248,0,197,1,7,1977
103813,0,215,1,7,2157
103347,0,209,1,7,2097
143507,0,205,1,7,2057
64495,0,213,1,7,2137
96898,0,205,1,7,2057
19988,0,213,1,7,2137
129931,0,180,0,6,1806
57828,1,188,0,8,1888
4093,0,188,0,6,1886
11967,0,213,1,7,2137
52180,0,185,1,9,1859
132224,0,209,1,7,2097
126172,0,205,1,7,2057
18888,0,184,0,6,1846
66168,0,180,0,6,1806
100432,0,198,0,6,1986
44182,1,187,1,2,1872
64401,0,204,0,6,2046
74930,1,214,0,8,2148
104889,1,202,0,8,2028
109870,0,219,1,7,2197
68998,0,182,0,6,1826
66885,0,211,1,7,2117
120152,0,205,1,7,2057
41892,1,198,0,8,1988
61091,0,193,1,7,1937
119049,0,215,1,7,2157
53654,0,212,0,6,2126
72940,0,215,1,7,2157
87192,0,197,1,7,1977
145389,0,193,1,7,1937
88460,1,204,0,8,2048
24538,0,187,1,9,1879
129210,1,188,0,8,1888
42717,0,201,1,7,2017
66747,0,198,0,6,1986
68993,0,182,0,6,1826
80116,0,211,1,7,2117
96639,0,219,1,7,2197
48460,1,214,0,8,2148
79004,0,180,0,6,1806
92882,0,205,1,7,2057
133465,0,213,1,7,2137
9066,1,204,0,8,2048
17339,1,189,1,2,1892
58061,0,211,1,7,2117
79942,0,194,0,6,1946
43855,0,194,0,6,1946
18355,0,211,1,7,2117
85944,0,193,1,7,1937
4977,0,196,0,6,1966
95872,0,183,1,9,1839
50450,0,212,0,6,2126
38224,0,192,0,6,1926
59018,0,187,1,9,1879
88705,1,188,0,8,1888
141151,0,210,0,6,2106
80604,0,180,0,6,1806
80130,0,213,1,7,2137
18104,0,185,1,9,1859
81381,0,217,1,7,2177
145319,1,186,0,8,1868
110837,0,196,0,6,1966
50449,1,212,0,8,2128
117952,0,185,1,9,1859
10148,0,192,0,6,1926
29526,0,205,1,7,2057
36098,1,180,0,8,1808
80451,0,205,1,7,2057
31173,1,209,1,2,2092
88332,1,191,1,2,1912
107017,0,215,1,7,2157
21101,0,204,0,6,2046
111043,0,216,0,6,2166
103064,0,180,0,6,1806
95393,1,215,1,2,2152
28364,0,209,1,7,2097
119722,1,202,0,8,2028
121397,0,209,1,7,2097
33328,0,184,0,6,1846
92057,1,202,0,8,2028
5800,0,198,0,6,1986
146220,0,195,1,7,1957
135983,1,214,0,8,2148
33004,0,192,0,6,1926
3219,0,181,1,9,1819
146073,1,181,1,2,1812
121469,0,216,0,6,2166
143599,0,214,0,6,2146
128911,0,199,1,7,1997
131458,0,213,1,7,2137
33978,0,209,1,7,2097
93946,1,191,1,2,1912
97047,0,180,0,6,1806
92085,1,205,1,2,2052
75394,0,180,0,6,1806
23654,1,219,1,2,2192
126491,1,197,1,2,1972
89911,0,188,0,6,1886
5587,0,217,1,7,2177
76847,1,205,1,2,2052
120134,0,203,1,7,2037
86225,0,181,1,9,1819
60629,0,187,1,9,1879
114990,1,210,0,8,2108
43629,0,212,0,6,2126
133256,1,192,0,8,1928
35043,1,195,1,2,1952
109901,0,182,0,6,1826
141343,0,189,1,9,1899
51768,0,183,1,9,1839
122962,1,205,1,2,2052
19740,0,189,1,9,1899
34565,0,187,1,9,1879
70283,1,190,0,8,1908
116825,0,193,1,7,1937
128209,0,209,1,7,2097
4764,0,215,1,7,2157
47235,0,211,1,7,2117
55960,0,202,0,6,2026
103973,0,191,1,9,1919
40631,0,193,1,7,1937
92944,0,211,1,7,2117
69736,0,216,0,6,2166
55128,0,199,1,7,1997
51046,0,191,1,9,1919
44066,0,215,1,7,2157
129468,0,214,0,6,2146
99949,0,190,0,6,1906
35615,0,212,0,6,2126
71422,1,184,0,8,1848
137728,1,188,0,8,1888
92297,0,186,0,6,1866
14070,0,183,1,9,1839
104869,1,200,0,8,2008
70996,0,181,1,9,1819
17658,0,181,1,9,1819
122728,0,182,0,6,1826
46591,0,187,1,9,1879
95341,1,210,0,8,2108
124742,0,183,1,9,1839
114078,0,199,1,7,1997
110857,0,198,0,6,1986
58340,0,199,1,7,1997
102035,0,198,0,6,1986
93194,0,196,0,6,1966
137950,0,211,1,7,2117
98731,0,188,0,6,1886
39654,1,215,1,2,2152
137196,0,215,1,7,2157
136757,1,212,0,8,2128
106894,1,202,0,8,2028
117663,0,197,1,7,1977
6179,1,196,0,8,1968
97270,1,202,0,8,2028
46725,0,200,0,6,2006
1723,0,191,1,9,1919
7427,0,200,0,6,2006
142763,0,211,1,7,2117
57393,0,185,1,9,1859
63997,0,203,1,7,2037
111727,0,204,0,6,2046
70995,0,181,1,9,1819
23493,0,203,1,7,2037
24689,1,202,0,8,2028
141106,0,205,1,7,2057
47363,0,184,0,6,1846
19263,0,181,1,9,1819
99716,1,206,0,8,2068
7677,0,185,1,9,1859
96902,0,206,0,6,2066
14621,0,198,0,6,1986
61355,0,180,0,6,1806
72011,1,203,1,2,2032
29933,0,205,1,7,2057
52434,1,210,0,8,2108
112153,0,207,1,7,2077
43359,0,185,1,9,1859
48770,0,204,0,6,2046
125115,0,180,0,6,1806
47556,0,203,1,7,2037
28772,0,210,0,6,2106
66078,0,211,1,7,2117
101734,0,208,0,6,2086
141853,0,200,0,6,2006
113229,0,194,0,6,1946
103974,0,191,1,9,1919
98017,0,197,1,7,1977
69166,0,199,1,7,1997
70456,0,208,0,6,2086
106506,0,204,0,6,2046
95618,1,198,0,8,1988
4925,0,191,1,9,1919
135671,1,183,1,2,1832
17285,0,184,0,6,1846
49401,0,187,1,9,1879
34050,0,216,0,6,2166
125735,0,202,0,6,2026
145187,0,212,0,6,2126
30898,0,182,0,6,1826
143041,1,198,0,8,1988
21195,0,214,0,6,2146
26650,1,198,0,8,1988
126647,1,213,1,2,2132
105359,0,209,1,7,2097
22524,1,186,0,8,1868
88237,0,181,1,9,1819
125415,0,210,0,6,2106
75907,0,191,1,9,1919
98429,1,198,0,8,1988
51047,1,192,0,8,1928
140758,0,211,1,7,2117
120645,0,214,0,6,2146
28094,1,182,0,8,1828
131535,0,180,0,6,1806
3472,1,206,0,8,2068
58926,1,218,0,8,2188
95840,0,180,0,6,1806
130314,0,219,1,7,2197
56464,1,212,0,8,2128
12699,1,206,0,8,2068
7646,0,182,0,6,1826
121093,1,219,1,2,2192
116917,0,202,0,6,2026
65594,0,203,1,7,2037
14110,0,187,1,9,1879
117443,0,215,1,7,2157
129714,0,199,1,7,1997
129500,0,217,1,7,2177
68642,0,187,1,9,1879
122530,0,202,0,6,2026
67184,0,201,1,7,2017
142873,1,182,0,8,1828
140527,1,188,0,8,1888
73083,0,190,0,6,1906
80528,1,212,0,8,2128
47069,1,195,1,2,1952
11292,1,186,0,8,1868
5624,0,181,1,9,1819
126850,0,193,1,7,1937
20001,1,215,1,2,2152
110608,0,213,1,7,2137
96235,1,219,1,2,2192
66400,0,203,1,7,2037
135979,1,214,0,8,2148
42647,0,194,0,6,1946
129253,0,193,1,7,1937
42744,0,203,1,7,2037
34152,0,186,0,6,1866
105168,0,190,0,6,1906
20793,0,214,0,6,2146
74842,1,205,1,2,2052
133053,0,212,0,6,2126
64021,0,206,0,6,2066
50768,0,204,0,6,2046
46932,0,181,1,9,1819
30531,0,185,1,9,1859
54288,0,195,1,7,1957
35321,0,183,1,9,1839
1186,1,218,0,8,2188
4386,1,217,1,2,2172
72842,0,206,0,6,2066
91404,0,217,1,7,2177
24173,0,191,1,9,1919
30228,0,195,1,7,1957
30621,0,194,0,6,1946
73942,0,195,1,7,1957
105615,1,195,1,2,1952
63460,0,190,0,6,1906
22355,0,210,0,6,2106
27038,0,197,1,7,1977
62662,0,190,0,6,1906
123614,0,190,0,6,1906
48616,0,189,1,9,1899
40997,0,189,1,9,1899
61804,0,185,1,9,1859
51388,1,186,0,8,1868
108514,1,204,0,8,2048
35458,0,197,1,7,1977
13281,1,184,0,8,1848
113239,0,195,1,7,1957
145541,0,208,0,6,2086
48264,1,194,0,8,1948
20706,0,205,1,7,2057
119911,1,181,1,2,1812
22923,0,186,0,6,1866
118843,0,194,0,6,1946
72918,0,213,1,7,2137
55436,0,189,1,9,1899
75654,0,206,0,6,2066
80,1,188,0,8,1888
145543,1,208,0,8,2088
24333,0,207,1,7,2077
36629,0,193,1,7,1937
85111,0,189,1,9,1899
116685,0,219,1,7,2197
99697,0,204,0,6,2046
12659,1,202,0,8,2028
27696,0,182,0,6,1826
60263,0,191,1,9,1919
30048,0,217,1,7,2177
71376,0,219,1,7,2197
77728,0,213,1,7,2137
97793,0,215,1,7,2157
14314,0,207,1,7,2077
124651,0,214,0,6,2146
11180,0,215,1,7,2157
59130,0,198,0,6,1986
104436,1,197,1,2,1972
119257,1,196,0,8,1968
12281,0,205,1,7,2057
134471,1,193,1,2,1932
72030,0,205,1,7,2057
47616,0,209,1,7,2097
23333,0,187,1,9,1879
34541,0,185,1,9,1859
23249,1,219,1,2,2192
29414,0,194,0,6,1946
70025,0,205,1,7,2057
29342,0,186,0,6,1866
8082,0,186,0,6,1866
52751,1,202,0,8,2028
29724,0,185,1,9,1859
71508,0,193,1,7,1937
81627,1,202,0,8,2028
84239,0,182,0,6,1826
78730,0,193,1,7,1937
76040,0,205,1,7,2057
63836,0,187,1,9,1879
86632,1,181,1,2,1812
20750,0,209,1,7,2097
96416,1,197,1,2,1972
56867,0,212,0,6,2126
8689,1,206,0,8,2068
111651,0,197,1,7,1977
126126,1,201,1,2,2012
105876,1,181,1,2,1812
45257,0,214,0,6,2146
135467,0,203,1,7,2037
71427,0,184,0,6,1846
27160,0,209,1,7,2097
93191,0,195,1,7,1957
77743,0,215,1,7,2157
32971,0,188,0,6,1886
108663,0,219,1,7,2197
123368,0,206,0,6,2066
64482,0,212,0,6,2126
38220,0,192,0,6,1926
67810,0,184,0,6,1846
130545,1,202,0,8,2028
80910,0,210,0,6,2106
38947,0,185,1,9,1859
19564,1,211,1,2,2112
5207,0,219,1,7,2197
44808,0,209,1,7,2097
47732,0,181,1,9,1819
37168,1,207,1,2,2072
122763,0,185,1,9,1859
75081,0,189,1,9,1899
46938,0,182,0,6,1826
16673,1,203,1,2,2032
26287,0,202,0,6,2026
30909,1,183,1,2,1832
144887,0,182,0,6,1826
113604,0,192,0,6,1926
121283,0,198,0,6,1986
21087,0,203,1,7,2037
142363,1,211,1,2,2112
108993,0,212,0,6,2126
106764,0,189,1,9,1899
99906,0,185,1,9,1859
27440,1,197,1,2,1972
77696,0,210,0,6,2106
29073,0,200,0,6,2006
38730,0,203,1,7,2037
5701,0,188,0,6,1886
9241,0,181,1,9,1819
101780,0,212,0,6,2126
143099,0,204,0,6,2046
73171,0,198,0,6,1986
136004,0,216,0,6,2166
142770,0,211,1,7,2117
101798,0,214,0,6,2146
126196,0,208,0,6,2086
126164,0,205,1,7,2057
113088,0,180,0,6,1806
104545,0,208,0,6,2086
16671,0,203,1,7,2037
142685,0,203,1,7,2037
68316,0,194,0,6,1946
43606,0,209,1,7,2097
65103,0,194,0,6,1946
114079,0,199,1,7,1997
139580,1,213,1,2,2132
113785,0,210,0,6,2106
536,0,193,1,7,1937
100202,0,215,1,7,2157
10951,1,192,0,8,1928
109128,1,185,1,2,1852
13971,0,213,1,7,2137
47223,0,210,0,6,2106
137434,0,199,1,7,1997
81097,0,189,1,9,1899
87765,0,214,0,6,2146
41361,0,185,1,9,1859
52634,0,190,0,6,1906
52475,0,214,0,6,2146
118167,0,207,1,7,2077
113340,0,205,1,7,2057
126261,0,214,0,6,2146
137444,0,200,0,6,2006
84356,0,194,0,6,1946
144418,0,216,0,6,2166
31115,0,203,1,7,2037
60855,1,210,0,8,2108
138119,0,187,1,9,1879
